Trial Number,Iteration Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,MAC NUM,Total Period (ns),ABC Max Fanout,ABC Map Effort,SYNTH_HIERARCHICAL,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
2076,1197,3,3.976,-1.186,-1.186,8192,5120,32,2.79,40,0.5,False,0.13,387482.8768,62308,5296,56804,0.0814,0.00219,5.97e-08,0.0836,0.0205,0.0262,1.43e-07,0.0467,67989,69819,12364,14194,62308,387482.8768,0,0,0,103
2077,1198,5,3.976,0.814,0.814,8192,5120,32,4.79,40,0.5,False,0.0792,387482.8768,62308,5296,56804,0.0488,0.00131,5.97e-08,0.0501,0.0127,0.0163,1.43e-07,0.029,67989,69819,12364,14194,62308,387482.8768,0,0,0,103
2078,1199,3,3.838,-1.04,-1.04,8192,5120,64,2.798,40,0.5,False,0.214,671891.897599,107696,9103,98177,0.14,0.00395,1.02e-07,0.144,0.0312,0.0389,2.5e-07,0.0701,119057,122423,23085,26451,107696,671891.897599,0,0,0,184
2079,1200,5,4.134,0.649,0.649,8192,5120,64,4.783,40,0.5,False,0.129,671891.897599,107696,9103,98177,0.0842,0.00238,1.02e-07,0.0866,0.019,0.0238,2.5e-07,0.0429,119057,122423,23085,26451,107696,671891.897599,0,0,0,183
208,1201,3,3.821,-1.022,-1.022,1024,256,64,2.7990000000000004,40,0.5,False,0.213,593796.9984,90539,9085,81390,0.14,0.00386,1.02e-07,0.144,0.0304,0.0386,2.14e-07,0.069,90988,94354,11754,15120,90539,593796.9984,0,0,0,145
2080,1202,3,4.079,-1.293,-1.293,128,5120,4,2.7859999999999996,40,0.5,False,0.0648,131130.7648,19905,1836,18058,0.0289,0.000836,2.06e-08,0.0297,0.0149,0.0202,5e-08,0.0351,20151,20637,2336,2822,19905,131130.7648,0,0,0,33
2081,1203,5,4.051,0.735,0.735,128,6144,4,4.7860000000000005,40,0.5,False,0.0399,129975.9072,19780,1836,17931,0.0173,0.000506,2.07e-08,0.0178,0.00943,0.0127,4.93e-08,0.0221,20088,20574,2406,2892,19780,129975.9072,0,0,0,32
2082,1204,3,4.006,-1.216,-1.216,128,6144,8,2.79,40,0.5,False,0.149,164975.7248,25163,2376,22761,0.0366,0.00104,2.86e-08,0.0377,0.0473,0.0641,5.99e-08,0.111,25778,26456,3397,4075,25163,164975.7248,0,0,0,40
2083,1205,5,4.006,0.784,0.784,128,6144,8,4.79,40,0.5,False,0.0884,164975.7248,25163,2376,22761,0.022,0.000622,2.86e-08,0.0226,0.028,0.0378,5.99e-08,0.0658,25778,26456,3397,4075,25163,164975.7248,0,0,0,41
2084,1206,3,3.814,-1.014,-1.014,128,6144,16,2.8,40,0.5,False,0.152,233761.696,36147,3348,32747,0.0519,0.00147,3.86e-08,0.0533,0.0416,0.0574,8.64e-08,0.0991,37376,38438,5264,6326,36147,233761.696,0,0,0,55
2085,1207,5,3.814,0.986,0.986,128,6144,16,4.8,40,0.5,False,0.0943,233761.696,36147,3348,32747,0.0311,0.000881,3.88e-08,0.032,0.0262,0.0361,8.65e-08,0.0623,37376,38438,5264,6326,36147,233761.696,0,0,0,54
2086,1208,3,3.862,-1.066,-1.066,128,6144,32,2.7960000000000003,40,0.5,False,0.187,367297.2672,57099,5292,51703,0.0803,0.00199,6.07e-08,0.0823,0.0445,0.0607,1.34e-07,0.105,59556,61386,9003,10833,57099,367297.2672,0,0,0,88
2087,1209,5,3.862,0.934,0.934,128,6144,32,4.796,40,0.5,False,0.114,367297.2672,57099,5292,51703,0.0482,0.0012,6.05e-08,0.0494,0.0273,0.0372,1.35e-07,0.0645,59556,61386,9003,10833,57099,367297.2672,0,0,0,87
2088,1210,3,3.822,-1.023,-1.023,128,6144,64,2.7990000000000004,40,0.5,False,0.213,623879.599999,96576,9099,87269,0.14,0.00395,1.02e-07,0.144,0.0307,0.0386,2.27e-07,0.0693,101489,104855,16397,19763,96576,623879.599999,0,0,0,159
2089,1211,5,3.822,0.977,0.977,128,6144,64,4.799,40,0.5,False,0.129,623879.599999,96576,9099,87269,0.0841,0.00237,1.02e-07,0.0865,0.0187,0.0236,2.27e-07,0.0424,101489,104855,16397,19763,96576,623879.599999,0,0,0,159
209,1212,5,3.821,0.978,0.978,1024,256,64,4.799,40,0.5,False,0.128,593796.9984,90539,9085,81390,0.0839,0.00232,1.02e-07,0.0863,0.0186,0.0237,2.14e-07,0.0422,90988,94354,11754,15120,90539,593796.9984,0,0,0,143
2090,1213,3,4.122,-1.339,-1.339,256,6144,4,2.783,40,0.5,False,0.0641,130588.9952,19869,1836,18019,0.0289,0.000832,2.06e-08,0.0297,0.0147,0.0196,4.97e-08,0.0343,20208,20694,2441,2927,19869,130588.9952,0,0,0,32
2091,1214,5,4.122,0.661,0.661,256,6144,4,4.7829999999999995,40,0.5,False,0.0401,130588.9952,19869,1836,18019,0.0173,0.000501,2.07e-08,0.0178,0.00953,0.0127,4.98e-08,0.0222,20208,20694,2441,2927,19869,130588.9952,0,0,0,32
2092,1215,3,3.952,-1.16,-1.16,256,6144,8,2.792,40,0.5,False,0.151,166422.112,25369,2376,22965,0.0367,0.00101,2.84e-08,0.0377,0.048,0.0649,6.09e-08,0.113,26046,26724,3463,4141,25369,166422.112,0,0,0,40
2093,1216,5,3.952,0.84,0.84,256,6144,8,4.792,40,0.5,False,0.0893,166422.112,25369,2376,22965,0.022,0.000608,2.83e-08,0.0226,0.0284,0.0383,6.09e-08,0.0667,26046,26724,3463,4141,25369,166422.112,0,0,0,40
2094,1217,3,3.887,-1.091,-1.091,256,6144,16,2.7960000000000003,40,0.5,False,0.155,234144.5632,36216,3348,32812,0.0519,0.00146,3.86e-08,0.0534,0.0432,0.0585,8.71e-08,0.102,37569,38631,5394,6456,36216,234144.5632,0,0,0,56
2095,1218,5,3.887,0.909,0.909,256,6144,16,4.796,40,0.5,False,0.0941,234144.5632,36216,3348,32812,0.0311,0.000875,3.88e-08,0.032,0.0264,0.0357,8.72e-08,0.0621,37569,38631,5394,6456,36216,234144.5632,0,0,0,55
2096,1219,3,3.85,-1.053,-1.053,256,6144,32,2.797,40,0.5,False,0.19,367252.224,56833,5292,51429,0.0803,0.00202,6.08e-08,0.0824,0.0452,0.0621,1.33e-07,0.107,59538,61368,9260,11090,56833,367252.224,0,0,0,88
2097,1220,5,3.85,0.947,0.947,256,6144,32,4.797,40,0.5,False,0.115,367252.224,56833,5292,51429,0.0482,0.00121,6.05e-08,0.0494,0.0278,0.038,1.33e-07,0.0658,59538,61368,9260,11090,56833,367252.224,0,0,0,88
2098,1221,3,3.884,-1.089,-1.089,256,6144,64,2.795,40,0.5,False,0.215,629198.451199,98406,9101,89081,0.14,0.00402,1.02e-07,0.144,0.0313,0.0391,2.28e-07,0.0704,103815,107181,16913,20279,98406,629198.451199,0,0,0,159
2099,1222,5,3.935,0.858,0.858,256,6144,64,4.793,40,0.5,False,0.13,629198.451199,98406,9101,89081,0.0843,0.00241,1.02e-07,0.0867,0.0191,0.024,2.28e-07,0.0431,103815,107181,16913,20279,98406,629198.451199,0,0,0,159
21,1223,5,4.112,0.671,0.671,512,128,4,4.783,40,0.5,False,0.0465,123478.4256,18281,1859,16420,0.0173,0.000425,2.14e-08,0.0177,0.0122,0.0165,4.5e-08,0.0287,18248,18734,2060,2546,18281,123478.4256,0,0,0,30
210,1224,3,4.24,-1.464,-1.464,1536,256,4,2.7760000000000002,40,0.5,False,0.0556,125358.9792,18741,1874,16862,0.0292,0.000769,2.11e-08,0.03,0.011,0.0145,4.67e-08,0.0256,18801,19287,2183,2669,18741,125358.9792,0,0,0,32
2100,1225,3,3.727,-0.923,-0.923,512,6144,4,2.804,40,0.5,False,0.0625,131210.8416,20055,1836,18206,0.0289,0.000845,2.06e-08,0.0297,0.0137,0.0191,5.04e-08,0.0328,20363,20849,2409,2895,20055,131210.8416,0,0,0,32
2101,1226,5,3.727,1.077,1.077,512,6144,4,4.804,40,0.5,False,0.0391,131210.8416,20055,1836,18206,0.0173,0.000509,2.07e-08,0.0178,0.00894,0.0124,5.04e-08,0.0213,20363,20849,2409,2895,20055,131210.8416,0,0,0,32
2102,1227,3,3.985,-1.195,-1.195,512,6144,8,2.79,40,0.5,False,0.151,165986.6944,25235,2376,22833,0.0366,0.00102,2.84e-08,0.0377,0.0486,0.065,6.07e-08,0.114,25850,26528,3399,4077,25235,165986.6944,0,0,0,40
2103,1228,5,3.985,0.805,0.805,512,6144,8,4.79,40,0.5,False,0.0899,165986.6944,25235,2376,22833,0.022,0.000616,2.83e-08,0.0226,0.0289,0.0385,6.07e-08,0.0673,25850,26528,3399,4077,25235,165986.6944,0,0,0,39
2104,1229,3,3.807,-1.007,-1.007,512,6144,16,2.8,40,0.5,False,0.0779,233861.792,35983,3348,32583,0.0493,0.000608,4.01e-08,0.0499,0.0109,0.017,8.67e-08,0.028,37212,38274,5265,6327,35983,233861.792,0,0,0,52
2105,1230,5,3.807,0.993,0.993,512,6144,16,4.8,40,0.5,False,0.0338,233861.792,35983,3348,32583,0.0291,0.000353,4.02e-08,0.0295,0.00181,0.00254,8.67e-08,0.00435,37212,38274,5265,6327,35983,233861.792,0,0,0,51
2106,1231,3,3.961,-1.169,-1.169,512,6144,32,2.792,40,0.5,False,0.191,364869.9392,56507,5294,51109,0.0803,0.00185,6.06e-08,0.0822,0.0455,0.0628,1.32e-07,0.108,58964,60794,9008,10838,56507,364869.9392,0,0,0,87
2107,1232,5,3.961,0.831,0.831,512,6144,32,4.792,40,0.5,False,0.115,364869.9392,56507,5294,51109,0.0482,0.00111,6.09e-08,0.0493,0.0275,0.038,1.33e-07,0.0655,58964,60794,9008,10838,56507,364869.9392,0,0,0,85
2108,1233,3,3.92,-1.127,-1.127,512,6144,64,2.793,40,0.5,False,0.257,625363.523199,96943,9103,87632,0.137,0.00282,1.04e-07,0.14,0.0498,0.068,2.24e-07,0.118,101856,105222,16403,19769,96943,625363.523199,0,0,0,154
2109,1234,5,4.219,0.559,0.559,512,6144,64,4.7780000000000005,40,0.5,False,0.156,625363.523199,96943,9103,87632,0.082,0.00169,1.03e-07,0.0837,0.0305,0.0415,2.25e-07,0.0721,101856,105222,16403,19769,96943,625363.523199,0,0,0,155
211,1235,5,4.256,0.52,0.52,1536,256,4,4.776,40,0.5,False,0.0356,125358.9792,18741,1874,16862,0.0175,0.000463,2.12e-08,0.018,0.00755,0.01,4.67e-08,0.0176,18801,19287,2183,2669,18741,125358.9792,0,0,0,31
2110,1236,3,4.083,-1.298,-1.298,768,6144,4,2.785,40,0.5,False,0.138,130767.9168,19777,1836,17928,0.0306,0.00142,2.11e-08,0.032,0.0453,0.0609,4.95e-08,0.106,20085,20571,2409,2895,19777,130767.9168,0,0,0,34
2111,1237,5,4.083,0.702,0.702,768,6144,4,4.785,40,0.5,False,0.0832,130767.9168,19777,1836,17928,0.0184,0.00085,2.11e-08,0.0192,0.0273,0.0366,4.95e-08,0.0639,20085,20571,2409,2895,19777,130767.9168,0,0,0,33
2112,1238,3,3.987,-1.196,-1.196,768,6144,8,2.7910000000000004,40,0.5,False,0.15,165857.8208,25262,2376,22860,0.0367,0.00103,2.84e-08,0.0377,0.0478,0.0647,6.07e-08,0.112,25877,26555,3399,4077,25262,165857.8208,0,0,0,39
2113,1239,5,3.987,0.804,0.804,768,6144,8,4.791,40,0.5,False,0.0892,165857.8208,25262,2376,22860,0.022,0.000618,2.83e-08,0.0226,0.0283,0.0382,6.07e-08,0.0666,25877,26555,3399,4077,25262,165857.8208,0,0,0,40
2114,1240,3,3.798,-0.998,-0.998,768,6144,16,2.8,40,0.5,False,0.17,234437.344,36412,3350,33010,0.0514,0.00143,3.99e-08,0.0528,0.0493,0.0674,8.71e-08,0.117,37641,38703,5268,6330,36412,234437.344,0,0,0,58
2115,1241,5,3.798,1.002,1.002,768,6144,16,4.8,40,0.5,False,0.101,234437.344,36412,3350,33010,0.0308,0.000858,3.98e-08,0.0317,0.0294,0.0401,8.7e-08,0.0694,37641,38703,5268,6330,36412,234437.344,0,0,0,58
2116,1242,3,3.866,-1.069,-1.069,768,6144,32,2.797,40,0.5,False,0.133,367282.2528,57015,5296,51615,0.0776,0.00103,6.13e-08,0.0787,0.0226,0.0317,1.36e-07,0.0543,59472,61302,9010,10840,57015,367282.2528,0,0,0,88
2117,1243,5,3.866,0.931,0.931,768,6144,32,4.797000000000001,40,0.5,False,0.0812,367282.2528,57015,5296,51615,0.0466,0.000621,6.13e-08,0.0472,0.0141,0.0198,1.36e-07,0.034,59472,61302,9010,10840,57015,367282.2528,0,0,0,87
2118,1244,3,3.858,-1.061,-1.061,768,6144,64,2.797,40,0.5,False,0.172,624710.396799,97019,9103,87708,0.133,0.00157,1.04e-07,0.135,0.015,0.0222,2.27e-07,0.0372,101932,105298,16403,19769,97019,624710.396799,0,0,0,148
2119,1245,5,3.858,0.939,0.939,768,6144,64,4.797,40,0.5,False,0.088,624710.396799,97019,9103,87708,0.0795,0.000913,1.05e-07,0.0804,0.00333,0.00422,2.27e-07,0.00755,101932,105298,16403,19769,97019,624710.396799,0,0,0,147
212,1246,3,4.153,-1.371,-1.371,1536,256,8,2.7819999999999996,40,0.5,False,0.157,166841.264,25141,2453,22678,0.0377,0.001,2.97e-08,0.0387,0.0504,0.0681,6.04e-08,0.119,25260,25938,2954,3632,25141,166841.264,0,0,0,41
2120,1247,3,4.155,-1.373,-1.373,1024,6144,4,2.782,40,0.5,False,0.0489,129796.9856,19664,1836,17814,0.0277,0.000415,2.3e-08,0.0281,0.0081,0.0127,4.8e-08,0.0208,20003,20489,2443,2929,19664,129796.9856,0,0,0,29
2121,1248,5,4.155,0.627,0.627,1024,6144,4,4.782,40,0.5,False,0.074,129796.9856,19664,1836,17814,0.0165,0.000288,2.22e-08,0.0168,0.0244,0.0328,4.87e-08,0.0572,20003,20489,2443,2929,19664,129796.9856,0,0,0,29
2122,1249,3,3.931,-1.138,-1.138,1024,6144,8,2.793,40,0.5,False,0.0592,166574.7584,25357,2376,22953,0.0355,0.000526,2.92e-08,0.036,0.00899,0.0142,6.08e-08,0.0232,26034,26712,3465,4143,25357,166574.7584,0,0,0,37
2123,1250,5,3.931,0.862,0.862,1024,6144,8,4.793,40,0.5,False,0.0825,166574.7584,25357,2376,22953,0.021,0.000336,2.87e-08,0.0214,0.0262,0.0349,6.18e-08,0.0611,26034,26712,3465,4143,25357,166574.7584,0,0,0,37
2124,1251,3,3.832,-1.034,-1.034,1024,6144,16,2.798,40,0.5,False,0.153,234871.5104,36390,3350,32984,0.0519,0.00149,3.86e-08,0.0534,0.0418,0.0575,8.78e-08,0.0994,37743,38805,5398,6460,36390,234871.5104,0,0,0,57
2125,1252,5,3.832,0.966,0.966,1024,6144,16,4.798,40,0.5,False,0.0941,234871.5104,36390,3350,32984,0.0311,0.000893,3.88e-08,0.032,0.0262,0.0359,8.79e-08,0.0621,37743,38805,5398,6460,36390,234871.5104,0,0,0,57
2126,1253,3,3.933,-1.14,-1.14,1024,6144,32,2.793,40,0.5,False,0.134,369245.3856,57268,5296,51860,0.0778,0.00109,6.23e-08,0.0788,0.0232,0.0321,1.35e-07,0.0553,59973,61803,9268,11098,57268,369245.3856,0,0,0,87
2127,1254,5,3.933,0.86,0.86,1024,6144,32,4.793,40,0.5,False,0.0805,369245.3856,57268,5296,51860,0.0467,0.000653,6.13e-08,0.0473,0.0139,0.0193,1.37e-07,0.0332,59973,61803,9268,11098,57268,369245.3856,0,0,0,87
2128,1255,3,3.892,-1.097,-1.097,1024,6144,64,2.795,40,0.5,False,0.214,628706.729599,98181,9103,88854,0.14,0.00394,1.02e-07,0.144,0.0308,0.0386,2.29e-07,0.0694,103590,106956,16915,20281,98181,628706.729599,0,0,0,164
2129,1256,5,3.892,0.903,0.903,1024,6144,64,4.795,40,0.5,False,0.129,628706.729599,98181,9103,88854,0.0841,0.00237,1.02e-07,0.0865,0.0188,0.0236,2.29e-07,0.0424,103590,106956,16915,20281,98181,628706.729599,0,0,0,162
213,1257,5,4.234,0.543,0.543,1536,256,8,4.777,40,0.5,False,0.0938,166841.264,25141,2453,22678,0.0226,0.000603,2.97e-08,0.0232,0.0301,0.0404,6.04e-08,0.0706,25260,25938,2954,3632,25141,166841.264,0,0,0,40
2130,1258,3,4.053,-1.266,-1.266,1536,6144,4,2.787,40,0.5,False,0.0639,130726.6272,19780,1836,17929,0.0289,0.000832,2.06e-08,0.0297,0.0145,0.0197,4.91e-08,0.0342,20150,20636,2477,2963,19780,130726.6272,0,0,0,32
2131,1259,5,4.053,0.734,0.734,1536,6144,4,4.787,40,0.5,False,0.04,130726.6272,19780,1836,17929,0.0173,0.0005,2.07e-08,0.0178,0.00942,0.0127,4.91e-08,0.0222,20150,20636,2477,2963,19780,130726.6272,0,0,0,33
2132,1260,3,4.012,-1.223,-1.223,1536,6144,8,2.7889999999999997,40,0.5,False,0.157,167122.784,25565,2378,23157,0.0387,0.00163,2.78e-08,0.0403,0.0501,0.0669,6.1e-08,0.117,26304,26982,3533,4211,25565,167122.784,0,0,0,42
2133,1261,5,4.012,0.777,0.777,1536,6144,8,4.789,40,0.5,False,0.0949,167122.784,25565,2378,23157,0.0232,0.000979,2.77e-08,0.0242,0.0303,0.0404,6.1e-08,0.0707,26304,26982,3533,4211,25565,167122.784,0,0,0,41
2134,1262,3,3.824,-1.025,-1.025,1536,6144,16,2.799,40,0.5,False,0.169,235271.8944,36611,3352,33199,0.0515,0.00146,3.95e-08,0.0529,0.0487,0.0669,8.66e-08,0.116,38088,39150,5532,6594,36611,235271.8944,0,0,0,57
2135,1263,5,3.892,0.903,0.903,1536,6144,16,4.795,40,0.5,False,0.101,235271.8944,36611,3352,33199,0.0309,0.000874,3.94e-08,0.0318,0.029,0.0398,8.66e-08,0.0688,38088,39150,5532,6594,36611,235271.8944,0,0,0,60
2136,1264,3,3.871,-1.075,-1.075,1536,6144,32,2.7960000000000003,40,0.5,False,0.131,369141.536,57528,5296,52112,0.0814,0.00222,5.97e-08,0.0836,0.0208,0.0266,1.35e-07,0.0474,60481,62311,9526,11356,57528,369141.536,0,0,0,95
2137,1265,5,3.871,0.925,0.925,1536,6144,32,4.796,40,0.5,False,0.0796,369141.536,57528,5296,52112,0.0488,0.00134,5.97e-08,0.0502,0.0129,0.0166,1.35e-07,0.0295,60481,62311,9526,11356,57528,369141.536,0,0,0,95
2138,1266,3,3.836,-1.038,-1.038,1536,6144,64,2.798,40,0.5,False,0.173,631861.004799,98898,9103,89555,0.133,0.00158,1.04e-07,0.135,0.0153,0.0226,2.27e-07,0.0378,104803,108169,17431,20797,98898,631861.004799,0,0,0,157
2139,1267,5,4.093,0.692,0.692,1536,6144,64,4.785,40,0.5,False,0.144,631861.004799,98898,9103,89555,0.0798,0.000992,1.04e-07,0.0808,0.0269,0.0363,2.27e-07,0.0632,104803,108169,17431,20797,98898,631861.004799,0,0,0,155
214,1268,3,3.835,-1.037,-1.037,1536,256,16,2.798,40,0.5,False,0.0775,226541.0208,34646,3330,31296,0.0491,0.000602,3.99e-08,0.0497,0.0109,0.0169,8.41e-08,0.0278,34883,35945,4207,5269,34646,226541.0208,0,0,0,48
2140,1269,3,4.061,-1.274,-1.274,2048,6144,4,2.787,40,0.5,False,0.0493,130945.5872,19864,1836,18012,0.0277,0.000421,2.3e-08,0.0281,0.00822,0.013,4.82e-08,0.0212,20265,20751,2511,2997,19864,130945.5872,0,0,0,29
2141,1270,5,4.061,0.726,0.726,2048,6144,4,4.787,40,0.5,False,0.0756,130945.5872,19864,1836,18012,0.0165,0.000308,2.22e-08,0.0168,0.0254,0.0333,4.9e-08,0.0588,20265,20751,2511,2997,19864,130945.5872,0,0,0,30
2142,1271,3,4.019,-1.231,-1.231,2048,6144,8,2.7880000000000003,40,0.5,False,0.0593,168353.9648,25682,2378,23272,0.0355,0.000485,2.92e-08,0.0359,0.00903,0.0144,6.15e-08,0.0234,26483,27161,3599,4277,25682,168353.9648,0,0,0,36
2143,1272,5,4.019,0.769,0.769,2048,6144,8,4.788,40,0.5,False,0.085,168353.9648,25682,2378,23272,0.021,0.000326,2.9e-08,0.0213,0.0276,0.0361,6.24e-08,0.0637,26483,27161,3599,4277,25682,168353.9648,0,0,0,37
2144,1273,3,3.852,-1.055,-1.055,2048,6144,16,2.7969999999999997,40,0.5,False,0.17,235397.0144,36505,3352,33089,0.0538,0.00218,3.88e-08,0.056,0.0488,0.0657,8.7e-08,0.114,38106,39168,5662,6724,36505,235397.0144,0,0,0,61
2145,1274,5,3.913,0.882,0.882,2048,6144,16,4.795,40,0.5,False,0.103,235397.0144,36505,3352,33089,0.0323,0.00131,3.87e-08,0.0336,0.0294,0.0395,8.71e-08,0.0689,38106,39168,5662,6724,36505,235397.0144,0,0,0,60
2146,1275,3,3.874,-1.078,-1.078,2048,6144,32,2.7960000000000003,40,0.5,False,0.131,370506.5952,57637,5296,52213,0.0814,0.0022,5.96e-08,0.0836,0.0208,0.0267,1.36e-07,0.0475,60838,62668,9784,11614,57637,370506.5952,0,0,0,96
2147,1276,5,3.874,0.922,0.922,2048,6144,32,4.796,40,0.5,False,0.0796,370506.5952,57637,5296,52213,0.0488,0.00132,5.97e-08,0.0502,0.0129,0.0166,1.36e-07,0.0295,60838,62668,9784,11614,57637,370506.5952,0,0,0,95
2148,1277,3,3.852,-1.055,-1.055,2048,6144,64,2.7969999999999997,40,0.5,False,0.213,632512.879999,97810,9103,88451,0.14,0.0039,1.02e-07,0.144,0.0308,0.0383,2.26e-07,0.0691,104211,107577,17942,21308,97810,632512.879999,0,0,0,164
2149,1278,5,4.212,0.566,0.566,2048,6144,64,4.778,40,0.5,False,0.129,632512.879999,97810,9103,88451,0.0842,0.00234,1.02e-07,0.0865,0.0188,0.0235,2.26e-07,0.0423,104211,107577,17942,21308,97810,632512.879999,0,0,0,168
215,1279,5,3.887,0.909,0.909,1536,256,16,4.796,40,0.5,False,0.0337,226541.0208,34646,3330,31296,0.029,0.000355,4e-08,0.0294,0.00173,0.00258,8.41e-08,0.00431,34883,35945,4207,5269,34646,226541.0208,0,0,0,48
2150,1280,3,3.719,-0.915,-0.915,2560,6144,4,2.804,40,0.5,False,0.0493,131723.8336,20283,1838,18428,0.0277,0.000416,2.3e-08,0.0281,0.00813,0.0131,5.04e-08,0.0212,20715,21201,2544,3030,20283,131723.8336,0,0,0,29
2151,1281,5,3.819,0.98,0.98,2560,6144,4,4.7989999999999995,40,0.5,False,0.0701,131723.8336,20283,1838,18428,0.0163,0.000268,2.28e-08,0.0166,0.0226,0.0309,5.08e-08,0.0535,20715,21201,2544,3030,20283,131723.8336,0,0,0,30
2152,1282,3,4.012,-1.223,-1.223,2560,6144,8,2.7889999999999997,40,0.5,False,0.155,168426.5344,25693,2380,23279,0.0368,0.00107,2.85e-08,0.0378,0.0501,0.0669,6.14e-08,0.117,26556,27234,3667,4345,25693,168426.5344,0,0,0,42
2153,1283,5,4.175,0.605,0.605,2560,6144,8,4.779999999999999,40,0.5,False,0.0919,168426.5344,25693,2380,23279,0.0221,0.000643,2.84e-08,0.0227,0.0297,0.0395,6.14e-08,0.0692,26556,27234,3667,4345,25693,168426.5344,0,0,0,43
2154,1284,3,3.908,-1.114,-1.114,2560,6144,16,2.7939999999999996,40,0.5,False,0.169,236399.2256,36788,3352,33368,0.0515,0.00143,3.95e-08,0.053,0.0493,0.0669,8.7e-08,0.116,38513,39575,5792,6854,36788,236399.2256,0,0,0,60
2155,1285,5,4.019,0.77,0.77,2560,6144,16,4.789,40,0.5,False,0.101,236399.2256,36788,3352,33368,0.0309,0.000858,3.94e-08,0.0318,0.0293,0.0397,8.7e-08,0.0691,38513,39575,5792,6854,36788,236399.2256,0,0,0,59
2156,1286,3,3.881,-1.085,-1.085,2560,6144,32,2.796,40,0.5,False,0.19,370930.752,57653,5296,52221,0.0806,0.00193,6.07e-08,0.0825,0.0456,0.0623,1.34e-07,0.108,61102,62932,10042,11872,57653,370930.752,0,0,0,94
2157,1287,5,3.881,0.915,0.915,2560,6144,32,4.795999999999999,40,0.5,False,0.114,370930.752,57653,5296,52221,0.0483,0.00116,6.08e-08,0.0495,0.0273,0.0373,1.34e-07,0.0646,61102,62932,10042,11872,57653,370930.752,0,0,0,94
2158,1288,3,3.863,-1.066,-1.066,2560,6144,64,2.7969999999999997,40,0.5,False,0.213,633068.412799,98668,9103,89293,0.14,0.00397,1.02e-07,0.144,0.0307,0.0384,2.23e-07,0.0692,105565,108931,18459,21825,98668,633068.412799,0,0,0,169
2159,1289,5,4.05,0.737,0.737,2560,6144,64,4.787,40,0.5,False,0.129,633068.412799,98668,9103,89293,0.0842,0.00238,1.02e-07,0.0866,0.0188,0.0235,2.23e-07,0.0423,105565,108931,18459,21825,98668,633068.412799,0,0,0,167
216,1290,3,3.943,-1.15,-1.15,1536,256,32,2.793,40,0.5,False,0.13,350982.8704,53288,5275,47973,0.0811,0.00218,5.94e-08,0.0832,0.0204,0.0263,1.28e-07,0.0467,53761,55591,6921,8751,53288,350982.8704,0,0,0,85
2160,1291,3,4.081,-1.296,-1.296,3072,6144,4,2.785,40,0.5,False,0.056,131950.3008,19953,1838,18097,0.0288,0.000806,2.06e-08,0.0296,0.0113,0.0152,4.98e-08,0.0265,20416,20902,2576,3062,19953,131950.3008,0,0,0,32
2161,1292,5,4.081,0.704,0.704,3072,6144,4,4.785,40,0.5,False,0.0354,131950.3008,19953,1838,18097,0.0173,0.000486,2.06e-08,0.0177,0.00753,0.0101,4.98e-08,0.0176,20416,20902,2576,3062,19953,131950.3008,0,0,0,33
2162,1293,3,4.022,-1.234,-1.234,3072,6144,8,2.7880000000000003,40,0.5,False,0.0594,168894.4832,25869,2380,23453,0.0355,0.000504,2.92e-08,0.036,0.0091,0.0143,6.17e-08,0.0234,26794,27472,3733,4411,25869,168894.4832,0,0,0,38
2163,1294,5,4.324,0.448,0.448,3072,6144,8,4.772,40,0.5,False,0.0825,168894.4832,25869,2380,23453,0.0211,0.000349,2.87e-08,0.0214,0.0265,0.0346,6.26e-08,0.0611,26794,27472,3733,4411,25869,168894.4832,0,0,0,37
2164,1295,3,3.836,-1.038,-1.038,3072,6144,16,2.798,40,0.5,False,0.17,237843.1104,37155,3352,33731,0.0538,0.00217,3.88e-08,0.056,0.0483,0.0654,8.75e-08,0.114,39004,40066,5919,6981,37155,237843.1104,0,0,0,61
2165,1296,5,3.836,0.962,0.962,3072,6144,16,4.798,40,0.5,False,0.102,237843.1104,37155,3352,33731,0.0323,0.0013,3.87e-08,0.0336,0.029,0.0393,8.75e-08,0.0683,39004,40066,5919,6981,37155,237843.1104,0,0,0,61
2166,1297,3,3.918,-1.124,-1.124,3072,6144,32,2.794,40,0.5,False,0.131,374196.384,58529,5296,53089,0.0814,0.00221,5.96e-08,0.0836,0.0206,0.0264,1.38e-07,0.0471,62226,64056,10300,12130,58529,374196.384,0,0,0,98
2167,1298,5,3.992,0.798,0.798,3072,6144,32,4.79,40,0.5,False,0.0794,374196.384,58529,5296,53089,0.0488,0.00133,5.97e-08,0.0502,0.0128,0.0164,1.38e-07,0.0293,62226,64056,10300,12130,58529,374196.384,0,0,0,98
2168,1299,3,3.845,-1.047,-1.047,3072,6144,64,2.798,40,0.5,False,0.301,639005.356799,100475,9103,91084,0.143,0.00499,1.04e-07,0.148,0.0654,0.087,2.26e-07,0.152,107868,111234,18973,22339,100475,639005.356799,0,0,0,172
