Trial Number,Iteration Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,MAC NUM,Total Period (ns),ABC Max Fanout,ABC Map Effort,SYNTH_HIERARCHICAL,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
1,0,5,4.194,0.586,0.586,128,128,4,4.78,40,0.5,False,0.0755,122819.0432,18208,1855,16351,0.0164,0.000244,2.32e-08,0.0167,0.0252,0.0337,4.42e-08,0.0589,18175,18661,2054,2540,18208,122819.0432,0,0,0,26
10,1,3,4.097,-1.313,-1.313,256,128,4,2.7840000000000007,40,0.5,False,0.0603,123656.096,18321,1857,16461,0.0287,0.000668,2.12e-08,0.0293,0.0132,0.0178,4.53e-08,0.031,18319,18805,2090,2576,18321,123656.096,0,0,0,30
100,2,3,4.027,-1.239,-1.239,4096,128,4,2.7880000000000003,40,0.5,False,0.0583,126388.7168,18663,1866,16788,0.0288,0.00069,2.13e-08,0.0295,0.0123,0.0165,4.63e-08,0.0288,18847,19333,2305,2791,18663,126388.7168,0,0,0,30
1000,3,3,4.049,-1.263,-1.263,1024,2048,4,2.7860000000000005,40,0.5,False,0.136,127663.6896,19240,1825,17409,0.0304,0.0014,2.1e-08,0.0318,0.044,0.0597,4.8e-08,0.104,19331,19817,2159,2645,19240,127663.6896,0,0,0,32
1001,4,5,4.049,0.737,0.737,1024,2048,4,4.7860000000000005,40,0.5,False,0.0813,127663.6896,19240,1825,17409,0.0183,0.000839,2.1e-08,0.0191,0.0264,0.0358,4.8e-08,0.0622,19331,19817,2159,2645,19240,127663.6896,0,0,0,32
1002,5,3,4.063,-1.276,-1.276,1024,2048,8,2.787,40,0.5,False,0.0581,162474.576,24618,2368,22238,0.0353,0.000472,2.91e-08,0.0358,0.00871,0.0136,5.87e-08,0.0224,24799,25477,2927,3605,24618,162474.576,0,0,0,34
1003,6,5,4.063,0.724,0.724,1024,2048,8,4.787,40,0.5,False,0.0825,162474.576,24618,2368,22238,0.021,0.00031,2.86e-08,0.0213,0.0264,0.0348,5.96e-08,0.0612,24799,25477,2927,3605,24618,162474.576,0,0,0,34
1004,7,3,3.787,-0.986,-0.986,1024,2048,16,2.801,40,0.5,False,0.0975,228882.016,34931,3343,31564,0.0492,0.000725,3.92e-08,0.0499,0.02,0.0276,8.52e-08,0.0476,35292,36354,4352,5414,34931,228882.016,0,0,0,49
1005,8,5,3.787,1.014,1.014,1024,2048,16,4.801,40,0.5,False,0.0584,228882.016,34931,3343,31564,0.0295,0.000435,3.93e-08,0.0299,0.0119,0.0165,8.52e-08,0.0284,35292,36354,4352,5414,34931,228882.016,0,0,0,48
1006,9,3,3.839,-1.041,-1.041,1024,2048,32,2.798,40,0.5,False,0.13,354282.2848,54077,5289,48740,0.0813,0.00223,5.96e-08,0.0835,0.0203,0.0261,1.29e-07,0.0463,54798,56628,7196,9026,54077,354282.2848,0,0,0,83
1007,10,5,3.839,0.959,0.959,1024,2048,32,4.798,40,0.5,False,0.079,354282.2848,54077,5289,48740,0.0488,0.00134,5.97e-08,0.0501,0.0126,0.0163,1.29e-07,0.0288,54798,56628,7196,9026,54077,354282.2848,0,0,0,84
1008,11,3,3.867,-1.071,-1.071,1024,2048,64,2.7960000000000003,40,0.5,False,0.196,603257.321599,91478,9097,82285,0.133,0.00176,1.04e-07,0.135,0.0255,0.035,2.22e-07,0.0605,92919,96285,12795,16161,91478,603257.321599,0,0,0,139
1009,12,5,4.091,0.694,0.694,1024,2048,64,4.785,40,0.5,False,0.117,603257.321599,91478,9097,82285,0.08,0.00105,1.04e-07,0.0811,0.0153,0.021,2.22e-07,0.0363,92919,96285,12795,16161,91478,603257.321599,0,0,0,136
101,13,5,4.142,0.64,0.64,4096,128,4,4.782,40,0.5,False,0.0369,126388.7168,18663,1866,16788,0.0173,0.000416,2.13e-08,0.0177,0.00816,0.011,4.63e-08,0.0192,18847,19333,2305,2791,18663,126388.7168,0,0,0,30
1010,14,3,4.043,-1.256,-1.256,1536,2048,4,2.787,40,0.5,False,0.0538,127639.9168,19466,1825,17634,0.0285,0.000792,2.04e-08,0.0293,0.0104,0.014,4.79e-08,0.0245,19588,20074,2192,2678,19466,127639.9168,0,0,0,31
1011,15,5,4.043,0.744,0.744,1536,2048,4,4.787,40,0.5,False,0.0345,127639.9168,19466,1825,17634,0.0171,0.000478,2.05e-08,0.0176,0.00717,0.00972,4.79e-08,0.0169,19588,20074,2192,2678,19466,127639.9168,0,0,0,32
1012,16,3,3.998,-1.208,-1.208,1536,2048,8,2.79,40,0.5,False,0.153,163416.7296,24887,2370,22503,0.0366,0.00103,2.84e-08,0.0376,0.0489,0.0666,6.02e-08,0.115,25130,25808,2995,3673,24887,163416.7296,0,0,0,39
1013,17,5,3.998,0.792,0.792,1536,2048,8,4.79,40,0.5,False,0.0909,163416.7296,24887,2370,22503,0.022,0.000617,2.83e-08,0.0226,0.029,0.0394,6.03e-08,0.0683,25130,25808,2995,3673,24887,163416.7296,0,0,0,39
1014,18,3,3.81,-1.01,-1.01,1536,2048,16,2.8,40,0.5,False,0.0781,228222.6336,34794,3345,31421,0.0494,0.00066,4.01e-08,0.05,0.011,0.017,8.3e-08,0.028,35279,36341,4484,5546,34794,228222.6336,0,0,0,48
1015,19,5,3.81,0.99,0.99,1536,2048,16,4.8,40,0.5,False,0.0861,228222.6336,34794,3345,31421,0.0299,0.000562,3.83e-08,0.0305,0.0236,0.032,8.39e-08,0.0556,35279,36341,4484,5546,34794,228222.6336,0,0,0,48
1016,20,3,3.839,-1.041,-1.041,1536,2048,32,2.798,40,0.5,False,0.133,355360.8192,54372,5289,49027,0.0776,0.00107,6.12e-08,0.0787,0.0225,0.0314,1.27e-07,0.054,55341,57171,7454,9284,54372,355360.8192,0,0,0,81
1017,21,5,3.839,0.959,0.959,1536,2048,32,4.798,40,0.5,False,0.081,355360.8192,54372,5289,49027,0.0466,0.000642,6.12e-08,0.0472,0.0141,0.0196,1.27e-07,0.0337,55341,57171,7454,9284,54372,355360.8192,0,0,0,80
1018,22,3,3.862,-1.065,-1.065,1536,2048,64,2.797,40,0.5,False,0.252,603221.036799,92164,9097,82955,0.137,0.00281,1.04e-07,0.139,0.0474,0.0654,2.12e-07,0.113,94101,97467,13310,16676,92164,603221.036799,0,0,0,142
1019,23,5,4.123,0.66,0.66,1536,2048,64,4.783,40,0.5,False,0.154,603221.036799,92164,9097,82955,0.082,0.00168,1.03e-07,0.0837,0.0294,0.0405,2.13e-07,0.0699,94101,97467,13310,16676,92164,603221.036799,0,0,0,141
102,24,3,4.049,-1.262,-1.262,4096,128,8,2.7870000000000004,40,0.5,False,0.159,164546.5632,24469,2446,22005,0.0376,0.000988,2.97e-08,0.0386,0.0515,0.0687,5.9e-08,0.12,24836,25514,3216,3894,24469,164546.5632,0,0,0,39
1020,25,3,4.164,-1.383,-1.383,2048,2048,4,2.7809999999999997,40,0.5,False,0.0563,127937.7024,19216,1825,17383,0.0285,0.000791,2.05e-08,0.0293,0.0116,0.0154,4.78e-08,0.027,19369,19855,2227,2713,19216,127937.7024,0,0,0,32
1021,26,5,4.164,0.617,0.617,2048,2048,4,4.781,40,0.5,False,0.0362,127937.7024,19216,1825,17383,0.0171,0.000477,2.05e-08,0.0176,0.00795,0.0106,4.78e-08,0.0186,19369,19855,2227,2713,19216,127937.7024,0,0,0,32
1022,27,3,3.996,-1.206,-1.206,2048,2048,8,2.79,40,0.5,False,0.149,162447.0496,24633,2370,22247,0.0366,0.00104,2.83e-08,0.0376,0.0475,0.0641,5.96e-08,0.112,24938,25616,3061,3739,24633,162447.0496,0,0,0,39
1023,28,5,4.065,0.721,0.721,2048,2048,8,4.7860000000000005,40,0.5,False,0.0887,162447.0496,24633,2370,22247,0.022,0.000624,2.83e-08,0.0226,0.0282,0.0379,5.96e-08,0.0661,24938,25616,3061,3739,24633,162447.0496,0,0,0,39
1024,29,3,3.78,-0.979,-0.979,2048,2048,16,2.8009999999999997,40,0.5,False,0.169,229729.0784,35067,3345,31690,0.0515,0.00148,3.99e-08,0.0529,0.0491,0.0667,8.21e-08,0.116,35676,36738,4611,5673,35067,229729.0784,0,0,0,54
1025,30,5,3.78,1.021,1.021,2048,2048,16,4.801,40,0.5,False,0.1,229729.0784,35067,3345,31690,0.0309,0.000889,3.98e-08,0.0318,0.0291,0.0396,8.23e-08,0.0687,35676,36738,4611,5673,35067,229729.0784,0,0,0,55
1026,31,3,3.807,-1.007,-1.007,2048,2048,32,2.8,40,0.5,False,0.212,356488.1504,54674,5289,49321,0.0836,0.00305,6.05e-08,0.0867,0.0538,0.0717,1.26e-07,0.126,55891,57721,7712,9542,54674,356488.1504,0,0,0,86
1027,32,5,3.807,0.993,0.993,2048,2048,32,4.8,40,0.5,False,0.126,356488.1504,54674,5289,49321,0.0502,0.00183,6.03e-08,0.052,0.0318,0.0423,1.26e-07,0.0741,55891,57721,7712,9542,54674,356488.1504,0,0,0,87
1028,33,3,4.002,-1.213,-1.213,2048,2048,64,2.7889999999999997,40,0.5,False,0.171,604504.767999,91836,9097,82611,0.133,0.0016,1.04e-07,0.135,0.0147,0.0214,2.17e-07,0.0361,94269,97635,13825,17191,91836,604504.767999,0,0,0,137
1029,34,5,4.002,0.787,0.787,2048,2048,64,4.789,40,0.5,False,0.14,604504.767999,91836,9097,82611,0.08,0.00103,1.03e-07,0.081,0.025,0.0337,2.17e-07,0.0587,94269,97635,13825,17191,91836,604504.767999,0,0,0,137
103,35,5,4.128,0.655,0.655,4096,128,8,4.783,40,0.5,False,0.0949,164546.5632,24469,2446,22005,0.0226,0.000593,2.96e-08,0.0232,0.0309,0.0409,5.9e-08,0.0718,24836,25514,3216,3894,24469,164546.5632,0,0,0,38
1030,36,3,4.047,-1.26,-1.26,2560,2048,4,2.787,40,0.5,False,0.0489,128299.2992,19308,1827,17472,0.0275,0.000415,2.29e-08,0.028,0.00813,0.0128,4.7e-08,0.0209,19492,19978,2264,2750,19308,128299.2992,0,0,0,27
1031,37,5,4.047,0.74,0.74,2560,2048,4,4.787,40,0.5,False,0.0758,128299.2992,19308,1827,17472,0.0164,0.000316,2.21e-08,0.0167,0.0253,0.0338,4.77e-08,0.0591,19492,19978,2264,2750,19308,128299.2992,0,0,0,28
1032,38,3,4.067,-1.281,-1.281,2560,2048,8,2.7860000000000005,40,0.5,False,0.141,163063.8912,24746,2372,22356,0.0377,0.00124,2.76e-08,0.0389,0.0434,0.0588,5.95e-08,0.102,25113,25791,3130,3808,24746,163063.8912,0,0,0,38
1033,39,5,4.144,0.637,0.637,2560,2048,8,4.781000000000001,40,0.5,False,0.0867,163063.8912,24746,2372,22356,0.0226,0.000742,2.75e-08,0.0234,0.027,0.0364,5.99e-08,0.0634,25113,25791,3130,3808,24746,163063.8912,0,0,0,38
1034,40,3,3.771,-0.97,-0.97,2560,2048,16,2.801,40,0.5,False,0.169,230527.344,35358,3345,31977,0.0515,0.0015,3.94e-08,0.053,0.0493,0.0667,8.51e-08,0.116,36091,37153,4745,5807,35358,230527.344,0,0,0,55
1035,41,5,3.771,1.03,1.03,2560,2048,16,4.801,40,0.5,False,0.101,230527.344,35358,3345,31977,0.0309,0.000898,3.93e-08,0.0318,0.0293,0.0397,8.52e-08,0.069,36091,37153,4745,5807,35358,230527.344,0,0,0,56
1036,42,3,3.84,-1.042,-1.042,2560,2048,32,2.798,40,0.5,False,0.13,357674.288,54754,5289,49393,0.0813,0.00225,5.96e-08,0.0836,0.0205,0.0263,1.28e-07,0.0468,56219,58049,7971,9801,54754,357674.288,0,0,0,89
1037,43,5,3.84,0.958,0.958,2560,2048,32,4.798,40,0.5,False,0.0792,357674.288,54754,5289,49393,0.0488,0.00135,5.97e-08,0.0502,0.0127,0.0164,1.28e-07,0.0291,56219,58049,7971,9801,54754,357674.288,0,0,0,89
1038,44,3,3.852,-1.055,-1.055,2560,2048,64,2.7969999999999997,40,0.5,False,0.172,608219.580799,92340,9097,83099,0.133,0.00159,1.04e-07,0.135,0.015,0.0221,2.18e-07,0.0371,95269,98635,14340,17706,92340,608219.580799,0,0,0,143
1039,45,5,4.033,0.755,0.755,2560,2048,64,4.788,40,0.5,False,0.144,608219.580799,92340,9097,83099,0.0798,0.00101,1.04e-07,0.0809,0.0268,0.0363,2.18e-07,0.063,95269,98635,14340,17706,92340,608219.580799,0,0,0,144
104,46,3,3.812,-1.013,-1.013,4096,128,16,2.799,40,0.5,False,0.172,236042.6336,35774,3483,32255,0.0533,0.00147,4.18e-08,0.0548,0.0496,0.0676,8.43e-08,0.117,36507,37569,4899,5961,35774,236042.6336,0,0,0,54
1040,47,3,4.09,-1.306,-1.306,3072,2048,4,2.784,40,0.5,False,0.13,128757.2384,19362,1827,17525,0.0297,0.00113,2.12e-08,0.0308,0.0418,0.057,4.83e-08,0.0988,19577,20063,2298,2784,19362,128757.2384,0,0,0,31
1041,48,5,4.09,0.694,0.694,3072,2048,4,4.784,40,0.5,False,0.0801,128757.2384,19362,1827,17525,0.0178,0.000677,2.11e-08,0.0185,0.0262,0.0355,4.84e-08,0.0616,19577,20063,2298,2784,19362,128757.2384,0,0,0,31
1042,49,3,3.976,-1.185,-1.185,3072,2048,8,2.791,40,0.5,False,0.15,163927.2192,24939,2372,22547,0.0367,0.00107,2.86e-08,0.0377,0.0477,0.0648,6.06e-08,0.112,25368,26046,3196,3874,24939,163927.2192,0,0,0,38
1043,50,5,4.112,0.672,0.672,3072,2048,8,4.784,40,0.5,False,0.0892,163927.2192,24939,2372,22547,0.022,0.000641,2.85e-08,0.0227,0.0282,0.0384,6.06e-08,0.0666,25368,26046,3196,3874,24939,163927.2192,0,0,0,39
1044,51,3,3.801,-1.002,-1.002,3072,2048,16,2.7990000000000004,40,0.5,False,0.0782,230303.3792,35237,3345,31852,0.0494,0.000629,4.06e-08,0.05,0.011,0.0172,8.36e-08,0.0282,36094,37156,4875,5937,35237,230303.3792,0,0,0,50
1045,52,5,4.116,0.667,0.667,3072,2048,16,4.7829999999999995,40,0.5,False,0.0848,230303.3792,35237,3345,31852,0.0295,0.000447,3.99e-08,0.03,0.0234,0.0314,8.4e-08,0.0548,36094,37156,4875,5937,35237,230303.3792,0,0,0,50
1046,53,3,3.845,-1.048,-1.048,3072,2048,32,2.797,40,0.5,False,0.21,358218.56,54905,5289,49536,0.0837,0.00303,6.05e-08,0.0867,0.0528,0.0708,1.29e-07,0.124,56618,58448,8229,10059,54905,358218.56,0,0,0,89
1047,54,5,4.066,0.72,0.72,3072,2048,32,4.786,40,0.5,False,0.125,358218.56,54905,5289,49536,0.0502,0.00182,6.03e-08,0.052,0.0312,0.0417,1.29e-07,0.0729,56618,58448,8229,10059,54905,358218.56,0,0,0,89
1048,55,3,3.862,-1.065,-1.065,3072,2048,64,2.797,40,0.5,False,0.213,614525.628799,94659,9097,85402,0.14,0.00392,1.02e-07,0.144,0.0306,0.0387,2.21e-07,0.0693,98084,101450,14854,18220,94659,614525.628799,0,0,0,155
1049,56,5,4.01,0.779,0.779,3072,2048,64,4.789,40,0.5,False,0.129,614525.628799,94659,9097,85402,0.0841,0.00235,1.02e-07,0.0865,0.0187,0.0237,2.21e-07,0.0424,98084,101450,14854,18220,94659,614525.628799,0,0,0,157
105,57,5,4.192,0.587,0.587,4096,128,16,4.779,40,0.5,False,0.103,236042.6336,35774,3483,32255,0.032,0.000883,4.13e-08,0.0329,0.0296,0.0403,8.51e-08,0.0698,36507,37569,4899,5961,35774,236042.6336,0,0,0,54
1050,58,3,4.096,-1.311,-1.311,3584,2048,4,2.785,40,0.5,False,0.138,128886.112,19460,1827,17622,0.0305,0.0014,2.1e-08,0.0319,0.045,0.0608,4.85e-08,0.106,19706,20192,2332,2818,19460,128886.112,0,0,0,32
1051,59,5,4.096,0.689,0.689,3584,2048,4,4.785,40,0.5,False,0.0824,128886.112,19460,1827,17622,0.0183,0.00084,2.1e-08,0.0191,0.027,0.0364,4.85e-08,0.0633,19706,20192,2332,2818,19460,128886.112,0,0,0,33
1052,60,3,3.774,-0.972,-0.972,3584,2048,8,2.802,40,0.5,False,0.145,165391.1232,25245,2372,22851,0.0367,0.00106,2.84e-08,0.0377,0.0455,0.0622,6.23e-08,0.108,25736,26414,3262,3940,25245,165391.1232,0,0,0,40
1053,61,5,4.137,0.646,0.646,3584,2048,8,4.7829999999999995,40,0.5,False,0.0858,165391.1232,25245,2372,22851,0.022,0.000636,2.83e-08,0.0227,0.0267,0.0365,6.23e-08,0.0632,25736,26414,3262,3940,25245,165391.1232,0,0,0,39
1054,62,3,3.836,-1.038,-1.038,3584,2048,16,2.798,40,0.5,False,0.0787,232449.1872,35739,3345,32350,0.0495,0.000702,4.01e-08,0.0502,0.0112,0.0173,8.67e-08,0.0285,36720,37782,4999,6061,35739,232449.1872,0,0,0,50
1055,63,5,3.836,0.962,0.962,3584,2048,16,4.798,40,0.5,False,0.085,232449.1872,35739,3345,32350,0.0294,0.000442,3.97e-08,0.0299,0.0234,0.0318,8.72e-08,0.0552,36720,37782,4999,6061,35739,232449.1872,0,0,0,51
1056,64,3,3.839,-1.041,-1.041,3584,2048,32,2.798,40,0.5,False,0.13,361857.0496,55744,5289,50367,0.0813,0.00219,5.96e-08,0.0835,0.0202,0.026,1.32e-07,0.0462,57705,59535,8487,10317,55744,361857.0496,0,0,0,89
1057,65,5,3.839,0.959,0.959,3584,2048,32,4.798,40,0.5,False,0.0788,361857.0496,55744,5289,50367,0.0488,0.00132,5.96e-08,0.0501,0.0125,0.0162,1.32e-07,0.0287,57705,59535,8487,10317,55744,361857.0496,0,0,0,88
1058,66,3,3.862,-1.065,-1.065,3584,2048,64,2.797,40,0.5,False,0.253,615432.748799,93917,9097,84644,0.137,0.00276,1.04e-07,0.139,0.048,0.0658,2.19e-07,0.114,97838,101204,15368,18734,93917,615432.748799,0,0,0,148
1059,67,5,3.887,0.908,0.908,3584,2048,64,4.795,40,0.5,False,0.153,615432.748799,93917,9097,84644,0.082,0.00166,1.03e-07,0.0837,0.0295,0.0403,2.2e-07,0.0698,97838,101204,15368,18734,93917,615432.748799,0,0,0,147
106,68,3,3.872,-1.076,-1.076,4096,128,32,2.796,40,0.5,False,0.11,358754.0736,54871,5271,49528,0.0772,0.000875,6.18e-08,0.0781,0.0128,0.0192,1.31e-07,0.032,56336,58166,7949,9779,54871,358754.0736,0,0,0,80
1060,69,3,4.086,-1.301,-1.301,4096,2048,4,2.785,40,0.5,False,0.049,128715.9488,19405,1827,17566,0.0275,0.000416,2.29e-08,0.028,0.00812,0.0129,4.72e-08,0.021,19682,20168,2366,2852,19405,128715.9488,0,0,0,28
1061,70,5,4.086,0.699,0.699,4096,2048,4,4.785,40,0.5,False,0.0755,128715.9488,19405,1827,17566,0.0164,0.000303,2.21e-08,0.0167,0.0251,0.0337,4.78e-08,0.0588,19682,20168,2366,2852,19405,128715.9488,0,0,0,27
1062,71,3,4.037,-1.249,-1.249,4096,2048,8,2.788,40,0.5,False,0.0581,164974.4736,25151,2372,22755,0.0354,0.000492,2.91e-08,0.0359,0.00866,0.0136,6e-08,0.0223,25704,26382,3328,4006,25151,164974.4736,0,0,0,35
1063,72,5,4.217,0.561,0.561,4096,2048,8,4.778,40,0.5,False,0.0817,164974.4736,25151,2372,22755,0.0213,0.00037,2.79e-08,0.0217,0.0258,0.0342,6.08e-08,0.06,25704,26382,3328,4006,25151,164974.4736,0,0,0,35
1064,73,3,3.845,-1.047,-1.047,4096,2048,16,2.798,40,0.5,False,0.0785,232407.8976,35683,3345,32290,0.0494,0.000636,4.01e-08,0.05,0.0112,0.0173,8.42e-08,0.0285,36788,37850,5135,6197,35683,232407.8976,0,0,0,51
1065,74,5,3.916,0.878,0.878,4096,2048,16,4.794,40,0.5,False,0.034,232407.8976,35683,3345,32290,0.0292,0.000381,4.02e-08,0.0295,0.00185,0.00257,8.42e-08,0.00442,36788,37850,5135,6197,35683,232407.8976,0,0,0,51
1066,75,3,3.835,-1.036,-1.036,4096,2048,32,2.799,40,0.5,False,0.13,362094.7776,55861,5289,50476,0.0813,0.00223,5.96e-08,0.0836,0.0203,0.0261,1.32e-07,0.0464,58070,59900,8745,10575,55861,362094.7776,0,0,0,88
1067,76,5,3.835,0.964,0.964,4096,2048,32,4.7989999999999995,40,0.5,False,0.079,362094.7776,55861,5289,50476,0.0488,0.00134,5.97e-08,0.0501,0.0126,0.0163,1.32e-07,0.0289,58070,59900,8745,10575,55861,362094.7776,0,0,0,88
1068,77,3,3.864,-1.068,-1.068,4096,2048,64,2.796,40,0.5,False,0.298,615602.911999,93941,9097,84652,0.143,0.005,1.04e-07,0.148,0.0649,0.0853,2.19e-07,0.15,98358,101724,15882,19248,93941,615602.911999,0,0,0,154
1069,78,5,3.864,0.932,0.932,4096,2048,64,4.796,40,0.5,False,0.179,615602.911999,93941,9097,84652,0.086,0.003,1.03e-07,0.089,0.0389,0.051,2.19e-07,0.0898,98358,101724,15882,19248,93941,615602.911999,0,0,0,154
107,79,5,3.872,0.924,0.924,4096,128,32,4.796,40,0.5,False,0.105,358754.0736,54871,5271,49528,0.046,0.000557,6.15e-08,0.0466,0.0249,0.0337,1.31e-07,0.0586,56336,58166,7949,9779,54871,358754.0736,0,0,0,79
1070,80,3,3.994,-1.204,-1.204,4608,2048,4,2.79,40,0.5,False,0.135,128496.9888,19395,1829,17553,0.0306,0.00141,2.11e-08,0.032,0.044,0.059,4.8e-08,0.103,19703,20189,2402,2888,19395,128496.9888,0,0,0,32
1071,81,5,3.994,0.796,0.796,4608,2048,4,4.79,40,0.5,False,0.0808,128496.9888,19395,1829,17553,0.0183,0.000846,2.1e-08,0.0192,0.0264,0.0352,4.8e-08,0.0617,19703,20189,2402,2888,19395,128496.9888,0,0,0,32
1072,82,3,3.995,-1.205,-1.205,4608,2048,8,2.79,40,0.5,False,0.0583,165757.7248,25365,2372,22967,0.0354,0.000491,2.91e-08,0.0359,0.00877,0.0136,6.2e-08,0.0224,25980,26658,3394,4072,25365,165757.7248,0,0,0,34
1073,83,5,3.995,0.795,0.795,4608,2048,8,4.79,40,0.5,False,0.0258,165757.7248,25365,2372,22967,0.0215,0.000436,2.75e-08,0.0219,0.0016,0.00235,6.21e-08,0.00394,25980,26658,3394,4072,25365,165757.7248,0,0,0,34
1074,84,3,3.845,-1.047,-1.047,4608,2048,16,2.798,40,0.5,False,0.0782,235623.4816,36740,3345,33343,0.0494,0.000624,4.01e-08,0.05,0.0111,0.017,9.03e-08,0.0282,37969,39031,5265,6327,36740,235623.4816,0,0,0,51
1075,85,5,3.845,0.953,0.953,4608,2048,16,4.798,40,0.5,False,0.0343,235623.4816,36740,3345,33343,0.0291,0.000377,4.02e-08,0.0295,0.002,0.00274,9.03e-08,0.00474,37969,39031,5265,6327,36740,235623.4816,0,0,0,50
1076,86,3,3.834,-1.036,-1.036,4608,2048,32,2.798,40,0.5,False,0.132,366727.9712,56638,5289,51245,0.0776,0.00107,6.12e-08,0.0787,0.0224,0.0312,1.35e-07,0.0536,59095,60925,9003,10833,56638,366727.9712,0,0,0,87
1077,87,5,3.957,0.835,0.835,4608,2048,32,4.792,40,0.5,False,0.0807,366727.9712,56638,5289,51245,0.0466,0.000643,6.12e-08,0.0472,0.014,0.0195,1.35e-07,0.0335,59095,60925,9003,10833,56638,366727.9712,0,0,0,87
1078,88,3,4.002,-1.213,-1.213,4608,2048,64,2.7889999999999997,40,0.5,False,0.294,620321.187199,95789,9097,86484,0.143,0.00501,1.04e-07,0.148,0.0628,0.0834,2.2e-07,0.146,100702,104068,16396,19762,95789,620321.187199,0,0,0,157
1079,89,5,4.119,0.664,0.664,4608,2048,64,4.7829999999999995,40,0.5,False,0.176,620321.187199,95789,9097,86484,0.086,0.00301,1.03e-07,0.089,0.0374,0.0497,2.2e-07,0.0872,100702,104068,16396,19762,95789,620321.187199,0,0,0,156
108,90,3,3.904,-1.109,-1.109,4096,128,64,2.795,40,0.5,False,0.213,615726.780799,96115,9079,86892,0.14,0.00392,1.02e-07,0.144,0.0304,0.0383,2.29e-07,0.0688,99044,102410,14318,17684,96115,615726.780799,0,0,0,152
1080,91,3,4.111,-1.327,-1.327,5120,2048,4,2.784,40,0.5,False,0.136,129524.224,19703,1829,17860,0.0305,0.00141,2.11e-08,0.0319,0.044,0.0599,4.93e-08,0.104,20042,20528,2436,2922,19703,129524.224,0,0,0,32
1081,92,5,4.111,0.673,0.673,5120,2048,4,4.784,40,0.5,False,0.0814,129524.224,19703,1829,17860,0.0183,0.000846,2.1e-08,0.0192,0.0264,0.0358,4.93e-08,0.0622,20042,20528,2436,2922,19703,129524.224,0,0,0,32
1082,93,3,4.06,-1.273,-1.273,5120,2048,8,2.787,40,0.5,False,0.0581,165238.4768,25292,2372,22892,0.0354,0.00049,2.91e-08,0.0359,0.00867,0.0135,6.08e-08,0.0222,25969,26647,3460,4138,25292,165238.4768,0,0,0,35
1083,94,5,4.173,0.607,0.607,5120,2048,8,4.78,40,0.5,False,0.0799,165238.4768,25292,2372,22892,0.0212,0.000374,2.81e-08,0.0216,0.0248,0.0335,6.15e-08,0.0583,25969,26647,3460,4138,25292,165238.4768,0,0,0,35
1084,95,3,3.867,-1.07,-1.07,5120,2048,16,2.7969999999999997,40,0.5,False,0.152,234583.7344,36596,3345,33195,0.052,0.00151,3.85e-08,0.0535,0.0419,0.0569,8.74e-08,0.0988,37949,39011,5395,6457,36596,234583.7344,0,0,0,56
1085,96,5,4.052,0.735,0.735,5120,2048,16,4.787,40,0.5,False,0.0942,234583.7344,36596,3345,33195,0.0312,0.000909,3.86e-08,0.0321,0.0264,0.0357,8.75e-08,0.0622,37949,39011,5395,6457,36596,234583.7344,0,0,0,54
1086,97,3,3.929,-1.135,-1.135,5120,2048,32,2.7939999999999996,40,0.5,False,0.111,367737.6896,57195,5289,51794,0.0777,0.000968,6.31e-08,0.0787,0.0129,0.0193,1.32e-07,0.0322,59900,61730,9261,11091,57195,367737.6896,0,0,0,82
1087,98,5,3.929,0.865,0.865,5120,2048,32,4.794,40,0.5,False,0.0516,367737.6896,57195,5289,51794,0.046,0.000503,6.22e-08,0.0465,0.00221,0.00289,1.32e-07,0.0051,59900,61730,9261,11091,57195,367737.6896,0,0,0,82
1088,99,3,3.846,-1.049,-1.049,5120,2048,64,2.797,40,0.5,False,0.295,623594.326399,96340,9097,87019,0.143,0.00497,1.04e-07,0.148,0.0637,0.0832,2.22e-07,0.147,101749,105115,16909,20275,96340,623594.326399,0,0,0,158
1089,100,5,3.952,0.84,0.84,5120,2048,64,4.792,40,0.5,False,0.177,623594.326399,96340,9097,87019,0.0859,0.00298,1.03e-07,0.0889,0.038,0.0497,2.22e-07,0.0876,101749,105115,16909,20275,96340,623594.326399,0,0,0,158
109,101,5,4.056,0.731,0.731,4096,128,64,4.787,40,0.5,False,0.128,615726.780799,96115,9079,86892,0.0839,0.00235,1.02e-07,0.0863,0.0186,0.0235,2.29e-07,0.0421,99044,102410,14318,17684,96115,615726.780799,0,0,0,151
1090,102,3,4.048,-1.261,-1.261,6144,2048,4,2.787,40,0.5,False,0.137,130520.1792,19751,1829,17906,0.0305,0.00146,2.11e-08,0.032,0.0446,0.0602,4.96e-08,0.105,20152,20638,2504,2990,19751,130520.1792,0,0,0,32
