Trial Number,Suggestion Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,Gbus width,Total Period (ns),ABC Max Fanout,ABC Map Effort,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
10,0,10,6.377,3.288,3.288,512,256,32,9.665,N/A,N/A,0.172,1147518.060799,91682,29414,62268,0.141,0.000791,2.66e-07,0.141,0.0134,0.0174,1.13e-07,0.0308,91614,91885,29456,29727,91682,1147518.060799,0,0,0,134
10,1,10,47.827,-40.344,-40.344,512,1024,128,7.482999999999997,N/A,N/A,1.03,7756195.056046,641780,197515,444265,0.956,0.000292,1.78e-06,0.956,0.0301,0.0474,9.93e-07,0.0774,641424,642271,197557,198404,641780,7756195.056046,0,0,0,1075
10,2,10,14.075,-4.816,-4.816,512,256,128,9.259,N/A,N/A,0.512,3988582.867203,352926,99211,253715,0.469,0.000292,8.93e-07,0.469,0.017,0.026,6.14e-07,0.043,352570,353417,99253,100100,352926,3988582.867203,0,0,0,528
10,3,10,11.164,-1.752,-1.752,32,32,128,9.411999999999999,N/A,N/A,0.0476,350362.2752,27742,9099,18643,0.0435,0.000249,8.4e-08,0.0438,0.00161,0.00223,3.48e-08,0.00384,27386,28233,9141,9988,27742,350362.2752,0,0,0,43
10,4,10,13.973,-4.709,-4.709,64,256,64,9.264000000000001,N/A,N/A,0.198,1175508.655999,95117,29879,65238,0.145,0.00128,2.72e-07,0.146,0.0224,0.0293,1.25e-07,0.0517,94953,95416,29921,30384,95117,1175508.655999,0,0,0,135
10,5,10,14.064,-4.804,-4.804,128,256,128,9.26,N/A,N/A,0.258,1973059.820798,165294,50059,115235,0.238,0.00027,4.52e-07,0.238,0.00788,0.012,2.66e-07,0.0199,164938,165785,50101,50948,165294,1973059.820798,0,0,0,240
10,6,10,11.164,-1.752,-1.752,256,64,128,9.411999999999999,N/A,N/A,0.213,1589174.143999,121279,41867,79412,0.198,0.000285,3.78e-07,0.198,0.00606,0.00874,1.47e-07,0.0148,120923,121770,41909,42756,121279,1589174.143999,0,0,0,203
11,0,10,8.266,1.299,1.299,1024,128,16,9.565,N/A,N/A,0.118,821615.494399,65930,21014,44916,0.0998,0.000468,1.9e-07,0.1,0.00771,0.0101,8.18e-08,0.0178,65910,66085,21056,21231,65930,821615.494399,0,0,0,102
11,1,10,70.284,-63.984,-63.984,64,1536,128,6.300000000000004,N/A,N/A,1.12,8198669.424049,707855,205707,502148,1.03,0.000288,1.85e-06,1.03,0.033,0.0544,1.21e-06,0.0874,707499,708346,205749,206596,707855,8198669.424049,0,0,0,1150
11,2,10,23.762,-15.012,-15.012,64,1536,16,8.75,N/A,N/A,0.157,1092266.319999,86231,28182,58049,0.137,0.00045,2.55e-07,0.137,0.0082,0.0115,1.03e-07,0.0197,86211,86386,28224,28399,86231,1092266.319999,0,0,0,128
11,3,10,92.767,-87.65,-87.65,1536,2048,128,5.11699999999999,N/A,N/A,2.43,18020244.092684,1488905,459659,1029246,2.26,0.000286,4.16e-06,2.26,0.0644,0.104,2.25e-06,0.168,1488549,1489396,459701,460548,1488905,18020244.092684,0,0,0,2838
11,4,10,8.263,1.302,1.302,256,128,16,9.565,N/A,N/A,0.0562,357004.896,31046,8726,22320,0.042,0.00045,8.01e-08,0.0424,0.00602,0.00773,4.63e-08,0.0137,31026,31201,8768,8943,31046,357004.896,0,0,0,44
11,5,10,47.774,-40.289,-40.289,256,1024,128,7.484999999999999,N/A,N/A,0.869,6516641.22563,548753,164747,384006,0.802,0.00026,1.48e-06,0.802,0.0255,0.0413,8.88e-07,0.0668,548397,549244,164789,165636,548753,6516641.22563,0,0,0,922
12,0,10,16.879,-7.767,-7.767,256,1024,16,9.112000000000002,N/A,N/A,0.13,900451.103999,72149,23062,49087,0.111,0.000457,2.09e-07,0.111,0.00771,0.0105,8.76e-08,0.0182,72129,72304,23104,23279,72149,900451.103999,0,0,0,107
12,1,10,14.049,-4.788,-4.788,1536,256,32,9.261,N/A,N/A,0.337,2384672.089598,184689,62182,122507,0.295,0.000796,5.61e-07,0.296,0.018,0.0238,2.2e-07,0.0418,184621,184892,62224,62495,184689,2384672.089598,0,0,0,308
12,2,10,16.848,-7.735,-7.735,512,1024,16,9.113,N/A,N/A,0.15,1071078.499199,88093,27158,60935,0.13,0.000457,2.46e-07,0.131,0.00803,0.0112,1.31e-07,0.0192,88073,88248,27200,27375,88093,1071078.499199,0,0,0,124
12,3,10,92.741,-87.622,-87.622,2048,2048,64,5.119,N/A,N/A,1.46,10367568.320022,797898,271543,526355,1.33,0.00131,2.45e-06,1.34,0.052,0.0746,1.08e-06,0.127,797734,798197,271585,272048,797898,10367568.320022,0,0,0,1341
12,4,10,5.881,3.81,3.81,256,32,32,9.691,N/A,N/A,0.0954,564702.8448,47531,14054,33477,0.0681,0.000798,1.28e-07,0.0689,0.0118,0.0147,6.6e-08,0.0265,47463,47734,14096,14367,47531,564702.8448,0,0,0,64
13,0,10,47.64,-40.147,-40.147,128,1024,16,7.493000000000002,N/A,N/A,0.122,836842.598399,70080,21014,49066,0.103,0.000457,1.9e-07,0.104,0.0078,0.0107,1.08e-07,0.0185,70060,70235,21056,21231,70080,836842.598399,0,0,0,96
13,1,10,8.396,1.163,1.163,512,128,64,9.559000000000001,N/A,N/A,0.303,1945341.987198,152426,50359,102067,0.241,0.00131,4.56e-07,0.242,0.0265,0.0343,1.86e-07,0.0608,152262,152725,50401,50864,152426,1945341.987198,0,0,0,230
13,2,10,5.453,4.26,4.26,64,64,16,9.713000000000001,N/A,N/A,0.0352,201842.3328,19289,4630,14659,0.0227,0.000442,4.33e-08,0.0231,0.0053,0.00679,3.4e-08,0.0121,19269,19444,4672,4847,19289,201842.3328,0,0,0,25
13,3,10,11.164,-1.752,-1.752,1536,128,128,9.411999999999999,N/A,N/A,1.08,8380771.574453,699448,213899,485549,1.01,0.000297,1.92e-06,1.01,0.0302,0.0449,1.1e-06,0.0751,699092,699939,213941,214788,699448,8380771.574453,0,0,0,1303
13,4,10,25.297,-16.629,-16.629,512,512,32,8.668,N/A,N/A,0.217,1472541.033599,119110,37606,81504,0.181,0.000801,3.4e-07,0.181,0.0152,0.0203,1.64e-07,0.0356,119042,119313,37648,37919,119110,1472541.033599,0,0,0,165
14,0,10,25.316,-16.649,-16.649,64,512,128,8.666999999999998,N/A,N/A,0.388,2883394.153599,228597,74635,153962,0.358,0.00028,6.72e-07,0.358,0.0117,0.0183,3.19e-07,0.03,228241,229088,74677,75524,228597,2883394.153599,0,0,0,369
14,1,10,7.425,2.184,2.184,512,32,64,9.609,N/A,N/A,0.272,1718475.654398,136292,44215,92077,0.212,0.00131,4.01e-07,0.213,0.0259,0.0333,1.68e-07,0.0592,136128,136591,44257,44720,136292,1718475.654398,0,0,0,204
14,2,10,70.101,-63.791,-63.791,512,1536,16,6.310000000000002,N/A,N/A,0.198,1364494.908799,107018,35350,71668,0.175,0.000466,3.19e-07,0.175,0.00957,0.0135,1.24e-07,0.0231,106998,107173,35392,35567,107018,1364494.908799,0,0,0,162
14,3,10,47.817,-40.333,-40.333,1536,1024,64,7.484000000000002,N/A,N/A,0.929,6618521.436835,510094,173239,336855,0.831,0.00139,1.56e-06,0.832,0.041,0.0554,6.66e-07,0.0964,509930,510393,173281,173744,510094,6618521.436835,0,0,0,835
14,4,10,25.249,-16.578,-16.578,256,512,64,8.671,N/A,N/A,0.348,2259777.305598,177212,58551,118661,0.282,0.0013,5.29e-07,0.284,0.0276,0.0364,2.12e-07,0.0641,177048,177511,58593,59056,177212,2259777.305598,0,0,0,254
14,5,10,13.837,-4.566,-4.566,32,256,16,9.271,N/A,N/A,0.0484,305066.3328,28001,7190,20811,0.0349,0.000444,6.63e-08,0.0353,0.00567,0.00742,4.88e-08,0.0131,27981,28156,7232,7407,28001,305066.3328,0,0,0,35
15,0,10,11.164,-1.752,-1.752,256,32,128,9.411999999999999,N/A,N/A,0.193,1444241.391999,111919,37771,74148,0.178,0.000309,3.41e-07,0.179,0.00584,0.00786,1.45e-07,0.0137,111563,112410,37813,38660,111919,1444241.391999,0,0,0,190
15,1,10,7.019,2.612,2.612,32,32,64,9.631,N/A,N/A,0.113,559301.4144,49526,13495,36031,0.0672,0.00125,1.25e-07,0.0685,0.0198,0.0247,7.76e-08,0.0445,49362,49825,13537,14000,49526,559301.4144,0,0,0,68
15,2,10,47.805,-40.321,-40.321,64,1024,128,7.484000000000002,N/A,N/A,0.745,5594793.350419,479907,140171,339736,0.686,0.000283,1.26e-06,0.687,0.0223,0.0365,8.25e-07,0.0588,479551,480398,140213,141060,479907,5594793.350419,0,0,0,746
15,3,10,7.253,2.365,2.365,128,32,64,9.618,N/A,N/A,0.145,787276.310399,65912,19639,46273,0.0961,0.00127,1.8e-07,0.0974,0.0212,0.0265,9.64e-08,0.0478,65748,66211,19681,20144,65912,787276.310399,0,0,0,95
15,4,10,5.896,3.794,3.794,512,32,32,9.69,N/A,N/A,0.137,875993.897599,71078,22246,48832,0.107,0.00078,2.02e-07,0.107,0.0129,0.0165,9.16e-08,0.0294,71010,71281,22288,22559,71078,875993.897599,0,0,0,104
15,5,10,5.604,4.101,4.101,32,32,32,9.705,N/A,N/A,0.0588,294595.04,27282,6886,20396,0.0343,0.000759,6.4e-08,0.0351,0.0105,0.0132,4.47e-08,0.0237,27214,27485,6928,7199,27282,294595.04,0,0,0,33
15,6,10,25.23,-16.558,-16.558,256,512,32,8.672,N/A,N/A,0.174,1162941.603199,95912,29414,66498,0.142,0.000777,2.66e-07,0.143,0.0135,0.0181,1.4e-07,0.0316,95844,96115,29456,29727,95912,1162941.603199,0,0,0,129
16,0,10,5.125,4.605,4.605,256,32,16,9.73,N/A,N/A,0.0485,300156.624,26909,7190,19719,0.0347,0.000455,6.63e-08,0.0352,0.00582,0.00746,4.11e-08,0.0133,26889,27064,7232,7407,26909,300156.624,0,0,0,37
16,1,10,6.351,3.315,3.315,1536,64,32,9.666,N/A,N/A,0.305,2142539.865598,164548,56038,108510,0.265,0.000819,5.05e-07,0.266,0.017,0.022,1.88e-07,0.039,164480,164751,56080,56351,164548,2142539.865598,0,0,0,276
16,2,10,25.112,-16.434,-16.434,128,512,16,8.677999999999997,N/A,N/A,0.0776,521274.944,45021,12822,32199,0.062,0.000458,1.17e-07,0.0625,0.00648,0.00867,7.39e-08,0.0151,45001,45176,12864,13039,45021,521274.944,0,0,0,58
17,0,10,11.164,-1.752,-1.752,64,64,128,9.411999999999999,N/A,N/A,0.0877,654607.8208,49342,17291,32051,0.0821,0.000258,1.58e-07,0.0824,0.00223,0.00313,6.6e-08,0.00536,48986,49833,17333,18180,49342,654607.8208,0,0,0,82
17,1,10,8.379,1.18,1.18,1536,128,32,9.559,N/A,N/A,0.316,2220646.025598,170521,58086,112435,0.275,0.000789,5.24e-07,0.276,0.0171,0.0226,1.96e-07,0.0396,170453,170724,58128,58399,170521,2220646.025598,0,0,0,285
17,2,10,70.289,-63.988,-63.988,256,1536,64,6.301000000000002,N/A,N/A,0.705,4714076.172809,357406,124087,233319,0.617,0.00131,1.12e-06,0.619,0.036,0.0505,3.98e-07,0.0865,357242,357705,124129,124592,357406,4714076.172809,0,0,0,548
17,3,10,25.22,-16.548,-16.548,64,512,64,8.672,N/A,N/A,0.288,1825102.918398,149768,46263,103505,0.225,0.00131,4.19e-07,0.226,0.0266,0.0351,2.28e-07,0.0616,149604,150067,46305,46768,149768,1825102.918398,0,0,0,190
17,4,10,92.647,-87.523,-87.523,1024,2048,16,5.124000000000009,N/A,N/A,0.286,1982536.409598,153359,51734,101625,0.258,0.000464,4.66e-07,0.258,0.0115,0.0163,1.71e-07,0.0279,153339,153514,51776,51951,153359,1982536.409598,0,0,0,249
18,0,10,11.164,-1.752,-1.752,1024,32,128,9.411999999999999,N/A,N/A,0.69,5345679.430417,448576,136075,312501,0.641,0.000281,1.22e-06,0.641,0.0198,0.0292,7.06e-07,0.049,448220,449067,136117,136964,448576,5345679.430417,0,0,0,758
18,1,10,70.186,-63.88,-63.88,32,1536,64,6.3060000000000045,N/A,N/A,0.632,4172985.9744,316786,109751,207035,0.55,0.00127,9.89e-07,0.551,0.0338,0.0472,3.55e-07,0.081,316622,317085,109793,110256,316786,4172985.9744,0,0,0,510
18,2,10,70.203,-63.897,-63.897,128,1536,32,6.3060000000000045,N/A,N/A,0.332,2220522.156798,170532,58086,112446,0.29,0.0008,5.24e-07,0.291,0.0173,0.0241,1.97e-07,0.0414,170464,170735,58128,58399,170532,2220522.156798,0,0,0,252
18,3,10,11.164,-1.752,-1.752,256,128,128,9.411999999999999,N/A,N/A,0.254,1906379.619198,145066,50059,95007,0.237,0.000257,4.52e-07,0.237,0.00704,0.0102,1.78e-07,0.0172,144710,145557,50101,50948,145066,1906379.619198,0,0,0,244
19,0,10,9.942,-0.465,-0.465,1024,512,16,9.477,N/A,N/A,0.149,1055825.119999,83966,27158,56808,0.129,0.00046,2.46e-07,0.129,0.00851,0.0115,1e-07,0.02,83946,84121,27200,27375,83966,1055825.119999,0,0,0,128
19,1,10,47.816,-40.333,-40.333,2048,1024,64,7.483000000000004,N/A,N/A,1.09,7786363.99045,584239,206007,378232,0.985,0.00139,1.85e-06,0.987,0.0456,0.0614,6.33e-07,0.107,584075,584538,206049,206512,584239,7786363.99045,0,0,0,1006
19,2,10,25.13,-16.452,-16.452,2048,512,16,8.677999999999997,N/A,N/A,0.232,1681437.631998,132333,43542,88791,0.206,0.000466,3.93e-07,0.207,0.0105,0.0143,1.63e-07,0.0248,132313,132488,43584,43759,132333,1681437.631998,0,0,0,218
19,3,10,25.258,-16.587,-16.587,32,512,128,8.671,N/A,N/A,0.369,2741774.579199,220385,70539,149846,0.339,0.000282,6.36e-07,0.339,0.0116,0.0182,3.18e-07,0.0298,220029,220876,70581,71428,220385,2741774.579199,0,0,0,350
2,0,10,25.259,-16.588,-16.588,2048,512,32,8.671,N/A,N/A,0.462,3317808.291199,255577,86758,168819,0.412,0.000813,7.81e-07,0.412,0.0209,0.0283,3.08e-07,0.0491,255509,255780,86800,87071,255577,3317808.291199,0,0,0,425
2,1,10,25.256,-16.586,-16.586,128,512,64,8.670000000000002,N/A,N/A,0.304,1978194.745598,161227,50359,110868,0.244,0.00131,4.56e-07,0.245,0.0252,0.0332,2.49e-07,0.0584,161063,161526,50401,50864,161227,1978194.745598,0,0,0,219
2,2,10,70.164,-63.857,-63.857,1024,1536,16,6.307000000000002,N/A,N/A,0.239,1674300.787198,130325,43542,86783,0.213,0.000473,3.93e-07,0.214,0.0107,0.015,1.48e-07,0.0257,130305,130480,43584,43759,130325,1674300.787198,0,0,0,203
2,3,10,70.281,-63.98,-63.98,1536,1536,128,6.301000000000009,N/A,N/A,2.05,15318983.369537,1242369,394123,848246,1.91,0.000306,3.56e-06,1.91,0.0554,0.0868,1.81e-06,0.142,1242013,1242860,394165,395012,1242369,15318983.369537,0,0,0,2387
2,4,10,7.376,2.236,2.236,256,64,64,9.612,N/A,N/A,0.196,1175175.836799,95076,29879,65197,0.144,0.0013,2.72e-07,0.146,0.0222,0.0286,1.25e-07,0.0508,94912,95375,29921,30384,95076,1175175.836799,0,0,0,139
2,5,10,25.36,-16.695,-16.695,2048,512,128,8.665,N/A,N/A,1.66,12806408.611174,1052240,328587,723653,1.55,0.000342,2.97e-06,1.55,0.0466,0.0701,1.59e-06,0.117,1051884,1052731,328629,329476,1052240,12806408.611174,0,0,0,2070
2,6,10,92.589,-87.463,-87.463,128,2048,16,5.126000000000005,N/A,N/A,0.214,1439888.467199,112293,37398,74895,0.19,0.000456,3.38e-07,0.191,0.0097,0.0139,1.3e-07,0.0236,112273,112448,37440,37615,112293,1439888.467199,0,0,0,189
2,7,10,92.653,-87.53,-87.53,32,2048,32,5.123000000000005,N/A,N/A,0.409,2783042.908799,223952,71398,152554,0.365,0.000783,6.43e-07,0.365,0.0176,0.0257,3.56e-07,0.0433,223884,224155,71440,71711,223952,2783042.908799,0,0,0,339
2,8,10,5.517,4.192,4.192,2048,64,16,9.709,N/A,N/A,0.195,1402025.903999,109589,36374,73215,0.172,0.000467,3.28e-07,0.172,0.00959,0.0128,1.27e-07,0.0224,109569,109744,36416,36591,109589,1402025.903999,0,0,0,183
2,9,10,12.242,-2.887,-2.887,128,128,128,9.355,N/A,N/A,0.17,1271503.222399,93470,33675,59795,0.159,0.000262,3.05e-07,0.16,0.00414,0.006,1.13e-07,0.0101,93114,93961,33717,34564,93470,1271503.222399,0,0,0,166
20,0,10,92.744,-87.625,-87.625,64,2048,128,5.119,N/A,N/A,1.5,10951090.464009,964087,271243,692844,1.39,0.000281,2.44e-06,1.39,0.0427,0.0724,1.7e-06,0.115,963731,964578,271285,272132,964087,10951090.464009,0,0,0,1732
20,1,10,8.367,1.193,1.193,2048,128,32,9.56,N/A,N/A,0.398,2836260.198398,216245,74470,141775,0.352,0.000802,6.71e-07,0.353,0.0192,0.0254,2.43e-07,0.0446,216177,216448,74512,74783,216245,2836260.198398,0,0,0,378
20,2,10,70.256,-63.954,-63.954,1024,1536,64,6.302,N/A,N/A,0.951,6558855.462435,494034,173239,320795,0.849,0.00137,1.56e-06,0.85,0.0422,0.059,5.4e-07,0.101,493870,494333,173281,173744,494034,6558855.462435,0,0,0,793
21,0,10,5.515,4.195,4.195,2048,32,16,9.71,N/A,N/A,0.192,1383144.044799,108202,35862,72340,0.17,0.000468,3.24e-07,0.17,0.00953,0.0126,1.25e-07,0.0222,108182,108357,35904,36079,108202,1383144.044799,0,0,0,183
21,1,10,92.616,-87.491,-87.491,128,2048,32,5.125,N/A,N/A,0.424,2897705.379199,232487,74470,158017,0.379,0.000798,6.71e-07,0.38,0.0179,0.0261,3.67e-07,0.0441,232419,232690,74512,74783,232487,2897705.379199,0,0,0,355
21,2,10,14.009,-4.746,-4.746,2048,256,32,9.263,N/A,N/A,0.419,3002199.347198,230090,78566,151524,0.372,0.000803,7.08e-07,0.373,0.0196,0.0262,2.69e-07,0.0459,230022,230293,78608,78879,230090,3002199.347198,0,0,0,386
21,3,10,8.373,1.187,1.187,2048,128,64,9.559999999999999,N/A,N/A,0.792,5631427.235222,424292,148663,275629,0.703,0.00131,1.34e-06,0.705,0.0377,0.0495,4.7e-07,0.0871,424128,424591,148705,149168,424292,5631427.235222,0,0,0,751
22,0,10,8.343,1.218,1.218,32,128,32,9.561,N/A,N/A,0.0744,409237.4912,35572,9958,25614,0.0489,0.000768,9.15e-08,0.0496,0.0109,0.0139,5.5e-08,0.0247,35504,35775,10000,10271,35572,409237.4912,0,0,0,48
22,1,10,47.849,-40.367,-40.367,2048,1024,128,7.481999999999999,N/A,N/A,2.02,15554281.539125,1324701,394123,930578,1.87,0.000316,3.56e-06,1.87,0.0591,0.0908,2.14e-06,0.15,1324345,1325192,394165,395012,1324701,15554281.539125,0,0,0,2351
22,2,10,47.744,-40.256,-40.256,256,1024,32,7.4879999999999995,N/A,N/A,0.261,1791841.017598,145069,45798,99271,0.224,0.000802,4.14e-07,0.225,0.0152,0.0211,2.24e-07,0.0364,145001,145272,45840,46111,145069,1791841.017598,0,0,0,198
22,3,10,5.974,3.712,3.712,128,64,32,9.686,N/A,N/A,0.0789,447153.856,38228,10982,27246,0.0537,0.000774,1.01e-07,0.0544,0.0108,0.0137,5.92e-08,0.0245,38160,38431,11024,11295,38228,447153.856,0,0,0,50
22,4,10,70.276,-63.975,-63.975,2048,1536,32,6.300999999999995,N/A,N/A,0.64,4531893.945606,342454,119526,222928,0.579,0.0008,1.08e-06,0.58,0.0251,0.0351,3.72e-07,0.0602,342386,342657,119568,119839,342454,4531893.945606,0,0,0,596
23,0,10,92.569,-87.441,-87.441,512,2048,16,5.128,N/A,N/A,0.245,1673640.153598,130225,43542,86683,0.219,0.000461,3.93e-07,0.22,0.0106,0.0152,1.48e-07,0.0258,130205,130380,43584,43759,130225,1673640.153598,0,0,0,200
23,1,10,7.365,2.247,2.247,512,64,64,9.612,N/A,N/A,0.28,1794300.876798,141701,46263,95438,0.222,0.00131,4.19e-07,0.223,0.0252,0.0323,1.76e-07,0.0575,141537,142000,46305,46768,141701,1794300.876798,0,0,0,213
23,2,10,11.164,-1.752,-1.752,128,64,128,9.411999999999999,N/A,N/A,0.128,956587.443199,70310,25483,44827,0.121,0.000255,2.31e-07,0.121,0.00302,0.00417,8.48e-08,0.00719,69954,70801,25525,26372,70310,956587.443199,0,0,0,127
24,0,10,70.112,-63.802,-63.802,2048,1536,16,6.309999999999995,N/A,N/A,0.32,2315585.830398,182861,59926,122935,0.29,0.000479,5.4e-07,0.291,0.0122,0.0173,2.43e-07,0.0294,182841,183016,59968,60143,182861,2315585.830398,0,0,0,295
24,1,10,14.073,-4.814,-4.814,1024,256,128,9.259,N/A,N/A,0.841,6466844.71683,543085,164747,378338,0.778,0.000335,1.48e-06,0.778,0.0252,0.0376,8.53e-07,0.0628,542729,543576,164789,165636,543085,6466844.71683,0,0,0,947
24,2,10,92.585,-87.458,-87.458,256,2048,16,5.126999999999995,N/A,N/A,0.225,1518033.414399,118407,39446,78961,0.2,0.000459,3.56e-07,0.2,0.01,0.0144,1.35e-07,0.0244,118387,118562,39488,39663,118407,1518033.414399,0,0,0,182
24,3,10,70.281,-63.98,-63.98,1536,1536,64,6.301000000000009,N/A,N/A,1.12,7786861.96805,584192,206007,378185,1.0,0.00131,1.85e-06,1.0,0.0466,0.065,6.33e-07,0.112,584028,584491,206049,206512,584192,7786861.96805,0,0,0,973
24,4,10,23.754,-15.004,-15.004,32,1536,16,8.750000000000002,N/A,N/A,0.153,1094937.631999,90892,27670,63222,0.134,0.000455,2.5e-07,0.135,0.00774,0.0109,1.47e-07,0.0187,90872,91047,27712,27887,90892,1094937.631999,0,0,0,126
25,0,10,11.164,-1.752,-1.752,128,32,128,9.411999999999999,N/A,N/A,0.108,803360.486399,59327,21387,37940,0.101,0.000277,1.94e-07,0.102,0.00267,0.0035,6.92e-08,0.00617,58971,59818,21429,22276,59327,803360.486399,0,0,0,105
25,1,10,14.028,-4.766,-4.766,256,256,128,9.262,N/A,N/A,0.342,2617671.804799,218470,66443,152027,0.315,0.000264,5.99e-07,0.315,0.0109,0.0164,3.41e-07,0.0273,218114,218961,66485,67332,218470,2617671.804799,0,0,0,329
25,2,10,25.321,-16.654,-16.654,512,512,64,8.667000000000002,N/A,N/A,0.431,2878464.425598,223553,74935,148618,0.359,0.0013,6.77e-07,0.361,0.0301,0.0402,2.62e-07,0.0703,223389,223852,74977,75440,223553,2878464.425598,0,0,0,329
25,3,10,9.444,0.059,0.059,32,128,128,9.503,N/A,N/A,0.11,816894.716799,61274,21387,39887,0.102,0.000293,1.94e-07,0.102,0.00312,0.0048,7.41e-08,0.00792,60918,61765,21429,22276,61274,816894.716799,0,0,0,100
25,4,10,25.114,-16.436,-16.436,64,512,16,8.678,N/A,N/A,0.0726,482293.808,42185,11798,30387,0.0572,0.000454,1.08e-07,0.0577,0.00638,0.00854,7.11e-08,0.0149,42165,42340,11840,12015,42185,482293.808,0,0,0,52
26,0,10,92.792,-87.676,-87.676,2048,2048,128,5.116,N/A,N/A,2.77,20567036.668679,1696409,525195,1171214,2.57,0.000303,4.75e-06,2.58,0.0747,0.118,2.56e-06,0.193,1696053,1696900,525237,526084,1696409,20567036.668679,0,0,0,3370
26,1,10,14.06,-4.8,-4.8,256,256,32,9.260000000000002,N/A,N/A,0.132,836871.375999,68236,21222,47014,0.102,0.000791,1.93e-07,0.103,0.0127,0.0164,8.84e-08,0.0291,68168,68439,21264,21535,68236,836871.375999,0,0,0,92
27,0,10,13.86,-4.59,-4.59,64,256,16,9.27,N/A,N/A,0.0509,323774.2752,29272,7702,21570,0.0373,0.000454,7.09e-08,0.0378,0.00571,0.00746,5.05e-08,0.0132,29252,29427,7744,7919,29272,323774.2752,0,0,0,39
27,1,10,70.278,-63.977,-63.977,256,1536,32,6.301000000000009,N/A,N/A,0.353,2376804.543998,182440,62182,120258,0.309,0.0008,5.61e-07,0.31,0.018,0.0252,2.07e-07,0.0431,182372,182643,62224,62495,182440,2376804.543998,0,0,0,287
