Trial Number,Suggestion Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,Gbus width,Total Period (ns),ABC Max Fanout,ABC Map Effort,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
22,1,6,4.196,1.584,1.584,64,128,128,5.779999999999999,N/A,N/A,0.493,1788835.635199,245491,42911,202580,0.316,0.00931,3.54e-07,0.325,0.0735,0.095,3.8e-07,0.169,245362,251398,43909,49945,245491,1788835.635199,0,0,0,184
23,0,6,3.998,1.791,1.791,32,1024,128,5.789,N/A,N/A,1.27,5972071.439997,823466,153503,669963,1.06,0.00802,1.24e-06,1.07,0.0788,0.118,9.77e-07,0.197,823337,829375,154503,160541,823466,5972071.439997,0,0,0,1053
23,1,6,3.976,1.815,1.815,2048,128,32,5.791,N/A,N/A,0.587,2881954.022401,395707,74502,321205,0.515,0.00352,6.03e-07,0.518,0.0262,0.0432,4.43e-07,0.0694,395794,397545,74834,76585,395707,2881954.022401,0,0,0,421
23,2,6,3.88,1.915,1.915,32,1536,16,5.795,N/A,N/A,0.232,1096386.521599,152955,27718,125237,0.194,0.00216,2.26e-07,0.197,0.0141,0.0216,1.88e-07,0.0357,153078,154114,27937,28973,152955,1096386.521599,0,0,0,138
24,0,6,3.994,1.796,1.796,256,512,128,5.79,N/A,N/A,1.05,4595438.640002,638462,116639,521823,0.833,0.0155,9.48e-07,0.849,0.0862,0.116,8.03e-07,0.202,638333,644373,117641,123681,638462,4595438.640002,0,0,0,697
24,1,6,3.752,2.05,2.05,1024,32,128,5.802,N/A,N/A,1.26,5971061.721597,823297,153503,669794,1.06,0.00863,1.24e-06,1.07,0.0761,0.113,9.74e-07,0.189,823168,829206,154503,160541,823297,5971061.721597,0,0,0,1154
24,2,6,4.095,1.69,1.69,256,2048,32,5.785,N/A,N/A,0.625,3041723.504001,418854,78598,340256,0.544,0.0041,6.36e-07,0.548,0.0293,0.0475,4.8e-07,0.0769,418941,420693,78931,80683,418854,3041723.504001,0,0,0,466
24,3,6,3.748,2.055,2.055,512,32,128,5.803000000000001,N/A,N/A,0.823,3482812.7936,483779,87967,395812,0.63,0.0124,7.17e-07,0.642,0.077,0.104,6.07e-07,0.181,483650,489687,88966,95003,483779,3482812.7936,0,0,0,501
25,0,6,3.762,2.04,2.04,32,128,32,5.802,N/A,N/A,0.133,431530.1216,60617,9990,50627,0.0774,0.00375,8.37e-08,0.0812,0.0225,0.0293,1.04e-07,0.0518,60704,62449,10316,12061,60617,431530.1216,0,0,0,51
25,1,6,3.999,1.79,1.79,128,1024,128,5.789,N/A,N/A,1.37,6466388.028796,887379,165791,721588,1.15,0.00936,1.34e-06,1.16,0.0856,0.127,1.06e-06,0.212,887250,893290,166793,172833,887379,6466388.028796,0,0,0,1230
25,2,6,4.328,1.444,1.444,1024,2048,128,5.772,N/A,N/A,3.07,15776300.723331,2164454,411551,1752903,2.8,0.00795,3.31e-06,2.81,0.0914,0.169,2.35e-06,0.261,2164325,2170369,412557,418601,2164454,15776300.723331,0,0,0,5465
26,0,6,3.672,2.135,2.135,2048,32,16,5.807,N/A,N/A,0.287,1411133.388799,196092,35910,160182,0.25,0.00216,2.91e-07,0.252,0.0134,0.0214,2.3e-07,0.0349,196215,197251,36129,37165,196092,1411133.388799,0,0,0,172
26,1,6,4.138,1.644,1.644,1536,256,64,5.782,N/A,N/A,1.01,4806996.540794,662217,124091,538126,0.865,0.00854,1.01e-06,0.874,0.0571,0.0831,7.9e-07,0.14,662232,665413,124647,127828,662217,4806996.540794,0,0,0,922
26,2,6,4.036,1.751,1.751,512,1024,128,5.786999999999999,N/A,N/A,1.72,8334184.393599,1147947,214943,933004,1.49,0.0116,1.74e-06,1.5,0.0853,0.131,1.32e-06,0.216,1147818,1153860,215947,221989,1147947,8334184.393599,0,0,0,1578
27,0,6,3.961,1.83,1.83,128,512,32,5.791,N/A,N/A,0.249,1014902.121599,140666,25350,115316,0.184,0.0048,2.08e-07,0.189,0.0254,0.0344,1.84e-07,0.0598,140753,142502,25680,27429,140666,1014902.121599,0,0,0,120
27,1,6,3.909,1.885,1.885,32,512,64,5.794,N/A,N/A,0.448,1762268.905599,245258,44219,201039,0.323,0.00884,3.61e-07,0.332,0.0503,0.0653,3.33e-07,0.116,245273,248449,44770,47946,245258,1762268.905599,0,0,0,232
27,2,6,3.963,1.829,1.829,1536,128,64,5.792,N/A,N/A,0.944,4488982.790396,616039,115899,500140,0.805,0.00687,9.39e-07,0.811,0.0535,0.0794,7.26e-07,0.133,616054,619234,116454,119634,616039,4488982.790396,0,0,0,736
27,3,6,3.771,2.03,2.03,512,32,64,5.801,N/A,N/A,0.442,1763054.659199,245261,44219,201042,0.322,0.0084,3.61e-07,0.33,0.0484,0.0628,3.32e-07,0.111,245276,248452,44770,47946,245261,1763054.659199,0,0,0,226
28,0,6,3.866,1.93,1.93,64,256,16,5.796,N/A,N/A,0.0929,338962.592,49157,7750,41407,0.0607,0.00271,6.51e-08,0.0634,0.013,0.0165,8.41e-08,0.0295,49280,50314,7967,9001,49157,338962.592,0,0,0,42
28,1,6,4.217,1.561,1.561,1024,1536,64,5.778,N/A,N/A,1.34,6670754.031996,916639,173243,743396,1.19,0.00585,1.4e-06,1.2,0.0558,0.0908,1.05e-06,0.147,916654,919837,173801,176984,916639,6670754.031996,0,0,0,1341
28,2,6,4.038,1.749,1.749,1536,32,128,5.787000000000001,N/A,N/A,1.72,8444626.56639,1161790,219039,942751,1.51,0.0082,1.77e-06,1.52,0.0789,0.128,1.31e-06,0.206,1161661,1167700,220040,226079,1161790,8444626.56639,0,0,0,2931
28,3,6,3.998,1.791,1.791,128,1536,64,5.789,N/A,N/A,0.947,4486746.895996,616023,115899,500124,0.804,0.00682,9.39e-07,0.811,0.054,0.0825,7.21e-07,0.136,616038,619218,116454,119634,616023,4486746.895996,0,0,0,1040
28,4,6,3.739,2.065,2.065,256,64,32,5.804,N/A,N/A,0.175,630567.264,88849,15110,73739,0.114,0.00431,1.25e-07,0.118,0.0246,0.0319,1.41e-07,0.0564,88936,90683,15438,17185,88849,630567.264,0,0,0,79
29,0,6,3.666,2.142,2.142,64,64,16,5.808,N/A,N/A,0.064,218965.0048,32239,4678,27561,0.0371,0.00195,4.01e-08,0.039,0.0109,0.014,6.36e-08,0.025,32362,33394,4893,5925,32239,218965.0048,0,0,0,28
29,1,6,4.158,1.623,1.623,64,2048,32,5.781000000000001,N/A,N/A,0.571,2801644.499201,385374,72454,312920,0.499,0.00291,5.86e-07,0.502,0.0257,0.044,4.3e-07,0.0696,385461,387211,72785,74535,385374,2801644.499201,0,0,0,381
29,2,6,4.179,1.601,1.601,1536,128,16,5.78,N/A,N/A,0.24,1156571.743999,160801,29254,131547,0.205,0.00219,2.38e-07,0.207,0.013,0.0198,1.96e-07,0.0329,160924,161962,29475,30513,160801,1156571.743999,0,0,0,139
3,0,6,3.959,1.833,1.833,32,512,32,5.792,N/A,N/A,0.223,894039.955199,125208,22278,102930,0.162,0.00423,1.83e-07,0.166,0.0237,0.0324,1.66e-07,0.0561,125295,127042,22606,24353,125208,894039.955199,0,0,0,107
3,1,6,3.817,1.982,1.982,32,1024,32,5.799,N/A,N/A,0.334,1520386.921599,210604,38662,171942,0.27,0.00304,3.14e-07,0.273,0.0245,0.0363,2.61e-07,0.0608,210691,212439,38991,40739,210604,1520386.921599,0,0,0,176
3,2,6,3.988,1.802,1.802,512,2048,64,5.79,N/A,N/A,1.36,6676021.583995,917331,173243,744088,1.2,0.00789,1.4e-06,1.2,0.0592,0.096,1.03e-06,0.155,917346,920528,173800,176982,917331,6676021.583995,0,0,0,1385
3,3,6,3.983,1.807,1.807,128,1024,32,5.79,N/A,N/A,0.361,1641979.788799,226110,41734,184376,0.292,0.00345,3.39e-07,0.296,0.0266,0.0384,2.82e-07,0.065,226197,227947,42065,43815,226110,1641979.788799,0,0,0,199
3,4,6,4.04,1.747,1.747,128,256,32,5.787,N/A,N/A,0.194,710968.1248,99138,17158,81980,0.13,0.00518,1.42e-07,0.135,0.0257,0.033,1.46e-07,0.0587,99225,100973,17487,19235,99138,710968.1248,0,0,0,93
3,5,6,4.031,1.757,1.757,1024,512,128,5.787999999999999,N/A,N/A,1.71,8308384.649594,1144026,214943,929083,1.49,0.0112,1.74e-06,1.5,0.0825,0.127,1.31e-06,0.21,1143897,1149939,215947,221989,1144026,8308384.649594,0,0,0,1754
3,6,6,3.656,2.152,2.152,32,128,16,5.808,N/A,N/A,0.0729,239716.1568,34955,5190,29765,0.0428,0.00252,4.44e-08,0.0453,0.0122,0.0154,6.62e-08,0.0276,35078,36110,5405,6437,34955,239716.1568,0,0,0,33
3,7,6,4.164,1.617,1.617,128,256,64,5.781,N/A,N/A,0.383,1388565.494399,192279,33979,158300,0.256,0.00979,2.8e-07,0.266,0.0521,0.0645,3.04e-07,0.117,192294,195471,34531,37708,192279,1388565.494399,0,0,0,182
3,8,6,3.914,1.88,1.88,2048,128,64,5.7940000000000005,N/A,N/A,1.18,5743402.127997,787438,148667,638771,1.03,0.00713,1.2e-06,1.03,0.0563,0.0876,9.02e-07,0.144,787453,790633,149222,152402,787438,5743402.127997,0,0,0,1350
30,0,6,3.886,1.91,1.91,32,256,32,5.796,N/A,N/A,0.17,589703.072,83722,14086,69636,0.108,0.005,1.17e-07,0.113,0.0247,0.0322,1.28e-07,0.0569,83809,85555,14413,16159,83722,589703.072,0,0,0,74
30,1,6,3.976,1.815,1.815,2048,32,32,5.791,N/A,N/A,0.562,2760809.084801,380250,71430,308820,0.493,0.00318,5.78e-07,0.496,0.0249,0.0414,4.24e-07,0.0663,380337,382086,71760,73509,380250,2760809.084801,0,0,0,393
30,2,6,4.138,1.644,1.644,2048,256,64,5.782,N/A,N/A,1.25,6061258.227196,833772,156859,676913,1.09,0.0088,1.27e-06,1.1,0.0598,0.0912,9.62e-07,0.151,833787,836968,157415,160596,833772,6061258.227196,0,0,0,1097
31,0,6,3.927,1.866,1.866,64,1024,32,5.793,N/A,N/A,0.341,1560233.887999,215654,39686,175968,0.277,0.00292,3.22e-07,0.279,0.0245,0.0365,2.66e-07,0.0611,215741,217490,40016,41765,215654,1560233.887999,0,0,0,181
31,1,6,3.882,1.914,1.914,1536,1024,16,5.796,N/A,N/A,0.34,1703799.078399,236408,43590,192818,0.301,0.00184,3.53e-07,0.303,0.0137,0.0228,2.76e-07,0.0365,236531,237572,43814,44855,236408,1703799.078399,0,0,0,199
31,2,6,4.207,1.571,1.571,32,1536,64,5.778,N/A,N/A,0.896,4246365.100797,584767,109755,475012,0.761,0.0062,8.89e-07,0.767,0.0508,0.0779,6.89e-07,0.129,584782,587960,110308,113486,584767,4246365.100797,0,0,0,729
32,0,6,3.616,2.193,2.193,32,32,128,5.809,N/A,N/A,0.36,1142197.9584,163127,26527,136600,0.204,0.00896,2.21e-07,0.213,0.0649,0.0824,2.8e-07,0.147,162998,169031,27522,33555,163127,1142197.9584,0,0,0,113
32,1,6,3.833,1.965,1.965,256,64,64,5.798,N/A,N/A,0.351,1233593.113599,171972,29883,142089,0.227,0.00908,2.46e-07,0.236,0.0513,0.0633,2.83e-07,0.115,171987,175163,30434,33610,171972,1233593.113599,0,0,0,146
32,2,6,3.906,1.889,1.889,2048,256,128,5.795,N/A,N/A,2.42,12064836.134507,1658064,313247,1344817,2.16,0.0128,2.53e-06,2.17,0.0946,0.154,1.87e-06,0.248,1657935,1663977,314251,320293,1658064,12064836.134507,0,0,0,4418
32,3,6,3.798,2.002,2.002,1536,32,32,5.8,N/A,N/A,0.446,2136999.552001,294915,55046,239869,0.381,0.00303,4.46e-07,0.384,0.0239,0.0378,3.43e-07,0.0617,295002,296751,55376,57125,294915,2136999.552001,0,0,0,286
32,4,6,4.179,1.601,1.601,256,128,16,5.78,N/A,N/A,0.103,379383.8592,54225,8774,45451,0.0681,0.00283,7.35e-08,0.0709,0.0141,0.0181,9.03e-08,0.0321,54348,55383,8992,10027,54225,379383.8592,0,0,0,47
33,0,6,4.319,1.454,1.454,2048,512,32,5.773,N/A,N/A,0.672,3344360.0064,460200,86790,373410,0.599,0.00378,7.02e-07,0.602,0.0258,0.044,5.05e-07,0.0699,460287,462040,87124,88877,460200,3344360.0064,0,0,0,452
33,1,6,3.89,1.905,1.905,64,512,64,5.795,N/A,N/A,0.468,1844989.491199,255510,46267,209243,0.34,0.00986,3.78e-07,0.35,0.0515,0.0672,3.42e-07,0.119,255525,258702,46819,49996,255510,1844989.491199,0,0,0,235
33,2,6,3.544,2.269,2.269,128,32,64,5.813000000000001,N/A,N/A,0.263,831673.8912,115360,19643,95717,0.153,0.00753,1.63e-07,0.16,0.0459,0.0569,2.06e-07,0.103,115375,118549,20192,23366,115360,831673.8912,0,0,0,91
33,3,6,4.055,1.732,1.732,64,32,32,5.787,N/A,N/A,0.114,351644.7552,50292,7942,42350,0.062,0.00317,6.71e-08,0.0651,0.021,0.0274,9.17e-08,0.0484,50379,52123,8267,10011,50292,351644.7552,0,0,0,40
34,0,6,4.003,1.786,1.786,2048,512,16,5.789,N/A,N/A,0.341,1705976.166399,236793,43590,193203,0.302,0.00225,3.53e-07,0.305,0.0138,0.023,2.71e-07,0.0368,236916,237956,43813,44853,236793,1705976.166399,0,0,0,203
34,1,6,4.034,1.754,1.754,1536,512,128,5.788,N/A,N/A,2.17,10797654.556801,1484916,280479,1204437,1.93,0.0106,2.26e-06,1.94,0.087,0.144,1.66e-06,0.231,1484787,1490830,281484,287527,1484916,10797654.556801,0,0,0,3247
34,2,6,3.918,1.876,1.876,64,1536,16,5.7940000000000005,N/A,N/A,0.232,1115796.387199,155569,28230,127339,0.197,0.00197,2.3e-07,0.199,0.0125,0.0197,1.89e-07,0.0322,155692,156729,28450,29487,155569,1115796.387199,0,0,0,133
34,3,6,3.818,1.981,1.981,1024,64,128,5.799,N/A,N/A,1.29,6131679.516797,843250,157599,685651,1.09,0.00793,1.28e-06,1.1,0.0752,0.113,1e-06,0.188,843121,849160,158600,164639,843250,6131679.516797,0,0,0,1241
35,0,6,3.983,1.807,1.807,1536,32,64,5.79,N/A,N/A,0.894,4251831.593597,585201,109755,475446,0.761,0.00617,8.89e-07,0.767,0.051,0.0756,6.99e-07,0.127,585216,588394,110308,113486,585201,4251831.593597,0,0,0,838
35,1,6,4.256,1.52,1.52,64,2048,64,5.776,N/A,N/A,1.15,5584008.006396,767206,144571,622635,0.997,0.00623,1.17e-06,1.0,0.0547,0.0883,8.78e-07,0.143,767221,770400,145125,148304,767206,5584008.006396,0,0,0,1213
35,2,6,3.954,1.838,1.838,256,1536,32,5.792,N/A,N/A,0.507,2415525.430401,333280,62214,271066,0.433,0.00406,5.04e-07,0.437,0.0275,0.043,3.91e-07,0.0705,333367,335119,62547,64299,333280,2415525.430401,0,0,0,338
36,0,6,4.147,1.635,1.635,256,1536,128,5.782,N/A,N/A,1.97,9557860.496002,1315306,247711,1067595,1.71,0.012,2.01e-06,1.73,0.0933,0.149,1.51e-06,0.242,1315177,1321219,248715,254757,1315306,9557860.496002,0,0,0,3105
36,1,6,4.217,1.561,1.561,1536,1536,64,5.778,N/A,N/A,1.57,7902816.927991,1085454,206011,879443,1.41,0.00567,1.67e-06,1.42,0.0563,0.097,1.21e-06,0.153,1085469,1088653,206570,209754,1085454,7902816.927991,0,0,0,1554
37,0,6,3.944,1.848,1.848,256,1024,128,5.792,N/A,N/A,1.51,7101340.748793,979700,182175,797525,1.27,0.0122,1.48e-06,1.28,0.0909,0.133,1.18e-06,0.224,979571,985612,183178,189219,979700,7101340.748793,0,0,0,1192
37,1,6,4.251,1.526,1.526,1024,2048,32,5.777,N/A,N/A,0.788,3970226.512,545635,103174,442461,0.708,0.00297,8.34e-07,0.711,0.028,0.0497,6e-07,0.0778,545722,547476,103509,105263,545635,3970226.512,0,0,0,549
37,2,6,3.675,2.132,2.132,128,32,16,5.807,N/A,N/A,0.0727,239742.432,34958,5190,29768,0.0427,0.0025,4.44e-08,0.0452,0.0121,0.0153,6.61e-08,0.0274,35081,36113,5405,6437,34958,239742.432,0,0,0,31
38,0,6,3.89,1.906,1.906,64,1024,16,5.796,N/A,N/A,0.175,803956.057599,112459,20038,92421,0.142,0.00197,1.64e-07,0.144,0.0127,0.0183,1.48e-07,0.0311,112582,113618,20257,21293,112459,803956.057599,0,0,0,86
38,1,6,3.976,1.815,1.815,2048,64,32,5.791,N/A,N/A,0.57,2800980.112001,385364,72454,312910,0.499,0.00312,5.86e-07,0.503,0.0252,0.042,4.3e-07,0.0672,385451,387201,72785,74535,385364,2800980.112001,0,0,0,379
39,0,6,3.924,1.869,1.869,2048,1024,16,5.793,N/A,N/A,0.398,2016905.622399,279220,51782,227438,0.357,0.00182,4.19e-07,0.359,0.0143,0.0248,3.17e-07,0.0391,279343,280384,52006,53047,279220,2016905.622399,0,0,0,237
39,1,6,4.031,1.757,1.757,512,512,128,5.787999999999999,N/A,N/A,1.27,5821084.131203,804387,149407,654980,1.05,0.015,1.21e-06,1.07,0.085,0.12,9.38e-07,0.205,804258,810299,150410,156451,804387,5821084.131203,0,0,0,877
39,2,6,4.031,1.757,1.757,2048,512,128,5.787999999999999,N/A,N/A,2.63,13287647.657707,1825116,346015,1479101,2.37,0.011,2.79e-06,2.38,0.0919,0.158,1.99e-06,0.25,1824987,1831030,347020,353063,1825116,13287647.657707,0,0,0,4728
39,3,6,3.739,2.065,2.065,32,64,32,5.804,N/A,N/A,0.113,351054.1888,50284,7942,42342,0.062,0.00317,6.7e-08,0.0651,0.0209,0.0273,9.12e-08,0.0482,50371,52115,8267,10011,50284,351054.1888,0,0,0,40
4,0,6,4.212,1.566,1.566,1024,512,32,5.778,N/A,N/A,0.445,2106442.745599,291188,54022,237166,0.376,0.00386,4.38e-07,0.38,0.0257,0.039,3.41e-07,0.0647,291275,293027,54355,56107,291188,2106442.745599,0,0,0,246
4,1,6,3.816,1.983,1.983,1536,1024,32,5.7989999999999995,N/A,N/A,0.671,3345966.5472,460317,86790,373527,0.596,0.00276,7.02e-07,0.599,0.0265,0.0453,5.18e-07,0.0718,460404,462158,87125,88879,460317,3345966.5472,0,0,0,437
4,2,6,4.187,1.593,1.593,2048,2048,64,5.78,N/A,N/A,2.04,10415996.015992,1428941,271547,1157394,1.86,0.00608,2.19e-06,1.87,0.0621,0.113,1.57e-06,0.175,1428956,1432140,272106,275290,1428941,10415996.015992,0,0,0,2189
4,3,6,3.408,2.412,2.412,64,32,64,5.82,N/A,N/A,0.23,675193.8144,95092,15547,79545,0.123,0.00676,1.3e-07,0.13,0.0446,0.0555,1.84e-07,0.1,95107,98280,16095,19268,95092,675193.8144,0,0,0,77
4,4,6,3.924,1.869,1.869,1024,128,64,5.793,N/A,N/A,0.716,3254218.5536,447519,83131,364388,0.583,0.00707,6.75e-07,0.59,0.0525,0.0735,5.56e-07,0.126,447534,450713,83685,86864,447519,3254218.5536,0,0,0,457
4,5,6,3.914,1.88,1.88,64,128,64,5.7940000000000005,N/A,N/A,0.282,914559.6352,125767,21691,104076,0.167,0.00748,1.8e-07,0.174,0.0478,0.0601,2.16e-07,0.108,125782,128957,22241,25416,125767,914559.6352,0,0,0,112
4,6,6,3.788,2.012,2.012,256,1024,64,5.8,N/A,N/A,0.788,3569923.840001,492626,91323,401303,0.643,0.00859,7.41e-07,0.651,0.0572,0.0794,6.21e-07,0.137,492641,495821,91878,95058,492626,3569923.840001,0,0,0,482
4,7,6,4.241,1.536,1.536,256,512,32,5.776999999999999,N/A,N/A,0.279,1175562.457599,164217,29446,134771,0.213,0.00487,2.41e-07,0.217,0.026,0.0353,2.16e-07,0.0612,164304,166054,29777,31527,164217,1175562.457599,0,0,0,140
4,8,6,3.393,2.428,2.428,32,32,64,5.821,N/A,N/A,0.213,593580.5408,84800,13499,71301,0.109,0.00672,1.14e-07,0.116,0.0434,0.0535,1.71e-07,0.0969,84815,87987,14046,17218,84800,593580.5408,0,0,0,65
4,9,6,3.748,2.055,2.055,256,128,64,5.803000000000001,N/A,N/A,0.385,1393355.087999,192714,33979,158735,0.256,0.00963,2.8e-07,0.266,0.0533,0.0657,3.08e-07,0.119,192729,195906,34531,37708,192714,1393355.087999,0,0,0,162
40,0,6,3.992,1.797,1.797,1536,256,32,5.789,N/A,N/A,0.506,2415143.814401,333379,62214,271165,0.433,0.00416,5.04e-07,0.437,0.0271,0.0416,3.91e-07,0.0687,333466,335218,62547,64299,333379,2415143.814401,0,0,0,316
41,0,6,4.169,1.611,1.611,1536,1024,64,5.779999999999999,N/A,N/A,1.34,6670846.620797,916943,173243,743700,1.19,0.00581,1.4e-06,1.2,0.0556,0.0901,1.05e-06,0.146,916958,920141,173801,176984,916943,6670846.620797,0,0,0,1147
41,1,6,4.029,1.759,1.759,2048,64,128,5.788,N/A,N/A,2.22,11120874.550512,1525495,288671,1236824,1.98,0.00778,2.33e-06,1.99,0.0853,0.144,1.71e-06,0.229,1525366,1531406,289673,295713,1525495,11120874.550512,0,0,0,4618
42,0,6,3.913,1.881,1.881,512,256,16,5.794,N/A,N/A,0.145,612232.1792,86978,14918,72060,0.11,0.00304,1.23e-07,0.113,0.0136,0.0178,1.21e-07,0.0314,87101,88138,15138,16175,86978,612232.1792,0,0,0,73
42,1,6,3.92,1.874,1.874,256,256,32,5.7940000000000005,N/A,N/A,0.228,867314.3232,122036,21254,100782,0.159,0.0055,1.75e-07,0.164,0.0279,0.0358,1.83e-07,0.0637,122123,123872,21584,23333,122036,867314.3232,0,0,0,103
42,2,6,3.836,1.962,1.962,32,128,128,5.798,N/A,N/A,0.466,1623888.687999,224654,38815,185839,0.291,0.0104,3.21e-07,0.301,0.0723,0.0924,3.54e-07,0.165,224525,230560,39812,45847,224654,1623888.687999,0,0,0,173
43,0,6,3.924,1.869,1.869,1024,64,64,5.793,N/A,N/A,0.681,3095283.622401,426831,79035,347796,0.553,0.00646,6.41e-07,0.56,0.0504,0.0707,5.34e-07,0.121,426846,430024,79588,82766,426831,3095283.622401,0,0,0,399
43,1,6,3.735,2.069,2.069,256,2048,16,5.804,N/A,N/A,0.317,1550325.635199,215434,39494,175940,0.275,0.00251,3.2e-07,0.278,0.0151,0.024,2.54e-07,0.039,215557,216596,39716,40755,215434,1550325.635199,0,0,0,192
44,0,6,4.152,1.629,1.629,1024,2048,16,5.781000000000001,N/A,N/A,0.398,2015112.652799,279128,51782,227346,0.357,0.00186,4.19e-07,0.359,0.0142,0.0248,3.15e-07,0.039,279251,280292,52006,53047,279128,2015112.652799,0,0,0,241
44,1,6,3.906,1.889,1.889,128,256,128,5.795,N/A,N/A,0.7,2733721.855999,377797,67487,310310,0.497,0.0147,5.53e-07,0.512,0.0832,0.105,5.54e-07,0.188,377668,383706,68487,74525,377797,2733721.855999,0,0,0,337
44,2,6,3.951,1.841,1.841,64,1536,32,5.792,N/A,N/A,0.454,2176633.814401,299815,56070,243745,0.388,0.00292,4.54e-07,0.391,0.0243,0.0394,3.48e-07,0.0637,299902,301652,56401,58151,299815,2176633.814401,0,0,0,294
45,0,6,3.909,1.885,1.885,1024,512,16,5.794,N/A,N/A,0.227,1078095.228799,150632,27206,123426,0.191,0.0023,2.21e-07,0.194,0.0133,0.0198,1.84e-07,0.0331,150755,151794,27428,28467,150632,1078095.228799,0,0,0,115
46,0,6,3.668,2.139,2.139,256,32,128,5.807,N/A,N/A,0.602,2253112.163199,317009,55199,261810,0.411,0.0135,4.53e-07,0.425,0.0784,0.0988,4.7e-07,0.177,316880,322916,56197,62233,317009,2253112.163199,0,0,0,263
47,0,6,4.024,1.764,1.764,1536,512,64,5.788,N/A,N/A,1.12,5415996.870395,745641,140475,605166,0.973,0.00739,1.14e-06,0.98,0.0544,0.0838,8.52e-07,0.138,745656,748838,141032,144214,745641,5415996.870395,0,0,0,878
48,0,6,3.822,1.977,1.977,256,32,64,5.799,N/A,N/A,0.335,1151702.073599,161814,27835,133979,0.213,0.00898,2.3e-07,0.222,0.0505,0.0622,2.7e-07,0.113,161829,165004,28385,31560,161814,1151702.073599,0,0,0,137
48,1,6,4.196,1.584,1.584,256,128,128,5.779999999999999,N/A,N/A,0.696,2736066.604799,378434,67487,310947,0.496,0.0143,5.53e-07,0.511,0.0819,0.103,5.51e-07,0.185,378305,384343,68487,74525,378434,2736066.604799,0,0,0,324
49,0,6,4.076,1.71,1.71,256,2048,128,5.786,N/A,N/A,2.43,12060110.352111,1658224,313247,1344977,2.16,0.0121,2.53e-06,2.17,0.0963,0.163,1.84e-06,0.26,1658095,1664137,314251,320293,1658224,12060110.352111,0,0,0,4490
49,1,6,4.178,1.602,1.602,32,2048,32,5.78,N/A,N/A,0.565,2761509.756801,380344,71430,308914,0.492,0.00304,5.78e-07,0.495,0.0257,0.0436,4.25e-07,0.0693,380431,382180,71760,73509,380344,2761509.756801,0,0,0,397
5,0,6,3.511,2.304,2.304,64,64,32,5.8149999999999995,N/A,N/A,0.122,392596.5312,55494,8966,46528,0.0686,0.00312,7.53e-08,0.0717,0.0217,0.0286,9.75e-08,0.0503,55581,57326,9292,11037,55494,392596.5312,0,0,0,46
5,1,6,4.015,1.774,1.774,256,1536,64,5.789,N/A,N/A,1.02,4806908.956794,661975,124091,537884,0.865,0.00841,1e-06,0.873,0.0579,0.0864,7.88e-07,0.144,661990,665171,124647,127828,661975,4806908.956794,0,0,0,978
5,2,6,3.988,1.802,1.802,512,1536,64,5.79,N/A,N/A,1.13,5419311.299196,745543,140475,605068,0.973,0.00781,1.14e-06,0.981,0.0566,0.088,8.55e-07,0.145,745558,748740,141032,144214,745543,5419311.299196,0,0,0,1084
5,3,6,3.937,1.856,1.856,512,1536,16,5.793,N/A,N/A,0.285,1390877.711999,193578,35398,158180,0.247,0.00233,2.87e-07,0.249,0.0137,0.0219,2.27e-07,0.0357,193701,194741,35621,36661,193578,1390877.711999,0,0,0,177
5,4,6,3.818,1.981,1.981,64,64,128,5.799,N/A,N/A,0.43,1469156.5376,204665,34719,169946,0.258,0.00876,2.87e-07,0.267,0.0716,0.0914,3.28e-07,0.163,204536,210571,35716,41751,204665,1469156.5376,0,0,0,156
5,5,6,3.708,2.097,2.097,1536,64,16,5.805,N/A,N/A,0.232,1116092.921599,155537,28230,127307,0.198,0.00201,2.3e-07,0.2,0.0126,0.0194,1.89e-07,0.032,155660,156697,28450,29487,155537,1116092.921599,0,0,0,149
5,6,6,3.335,2.489,2.489,32,32,16,5.824,N/A,N/A,0.0601,178449.8976,27107,3654,23453,0.0322,0.00246,3.2e-08,0.0347,0.0113,0.0141,5.61e-08,0.0254,27230,28260,3867,4897,27107,178449.8976,0,0,0,27
5,7,6,3.66,2.147,2.147,1024,32,16,5.807,N/A,N/A,0.171,786855.907199,110690,19526,91164,0.139,0.0022,1.6e-07,0.141,0.0125,0.0177,1.44e-07,0.0302,110813,111848,19744,20779,110690,786855.907199,0,0,0,92
50,0,6,3.771,2.03,2.03,512,64,64,5.801,N/A,N/A,0.461,1843337.907199,255440,46267,209173,0.338,0.00931,3.78e-07,0.348,0.0495,0.0639,3.4e-07,0.113,255455,258632,46819,49996,255440,1843337.907199,0,0,0,228
50,1,6,4.099,1.685,1.685,512,2048,32,5.784000000000001,N/A,N/A,0.681,3346618.422401,460418,86790,373628,0.599,0.00404,7.02e-07,0.603,0.0289,0.0485,5.12e-07,0.0774,460505,462258,87124,88877,460418,3346618.422401,0,0,0,447
